"","Player","Points","FD_Salary"
"11","Kaepernick, Colin","34.14","$7,200"
"12","Brees, Drew","32.5","$8,600"
"13","Cousins, Kirk","30.16","$7,400"
"14","Siemian, Trevor","29.02","$7,000"
"15","Tannehill, Ryan","26.8","$7,100"
"16","Rodgers, Aaron","23.12","$8,900"
"17","Barkley, Matt","22.64","$6,000"
"18","Prescott, Dak","21.7","$8,000"
"19","Mariota, Marcus","21.64","$8,300"
"20","Newton, Cam","21.44","$7,800"
"21","Bortles, Blake","21.14","$7,100"
"22","Roethlisberger, Ben","20.84","$8,500"
"23","Rivers, Philip","20.68","$8,000"
"24","Taylor, Tyrod","20.44","$7,700"
"25","Manning, Eli","19.56","$7,800"
"26","Ryan, Matt","19.26","$8,700"
"27","Brady, Tom","19.04","$9,100"
"28","Palmer, Carson","18.56","$7,100"
"29","Wentz, Carson","18.46","$6,800"
"30","Carr, Derek","18.3","$7,900"
"31","Goff, Jared","17.56","$6,000"
"32","Winston, Jameis","17","$7,200"
"33","Fitzpatrick, Ryan","16.86","$6,800"
"34","Stafford, Matthew","16.28","$7,900"
"35","Osweiler, Brock","15.14","$6,300"
"36","Smith, Alex","15","$6,500"
"37","Flacco, Joe","14.26","$7,300"
"38","McCown, Josh","12.88","$6,400"
"39","Dalton, Andy","12.72","$7,400"
"40","Wilson, Russell","12.04","$7,500"
"41","Tolzien, Scott","10.8","$5,000"
"42","Bradford, Sam","7.96","$6,700"
"43","Jones, Landry","0","$6,000"
"44","Schaub, Matt","0","$6,000"
"45","Hogan, Kevin","0","$6,000"
"46","Webb, Joe","0","$5,000"
"47","Clemens, Kellen","0","$5,000"
"48","McGloin, Matt","0","$5,500"
"51","Ingram, Mark","29.2","$6,000"
"52","McCoy, LeSean","28.4","$8,100"
"53","Johnson, David","26.1","$9,500"
"54","Elliott, Ezekiel","25","$8,600"
"55","Bell, Le'Veon","22.2","$9,500"
"56","Stewart, Jonathan","21.6","$6,900"
"57","Freeman, Devonta","20.7","$7,300"
"58","Hyde, Carlos","18","$6,800"
"59","Hightower, Tim","17.5","$6,500"
"60","Murray, Latavius","16.3","$6,600"
"61","Howard, Jordan","14.2","$6,800"
"62","Ajayi, Jay","12.1","$8,400"
"63","Ivory, Chris","12","$5,900"
"64","Henry, Derrick","12","$4,800"
"65","Asiata, Matt","11.6","$5,900"
"66","Hill, Jeremy","11.2","$5,900"
"67","Gurley, Todd","10.9","$7,500"
"68","Murray, DeMarco","10.9","$8,300"
"69","Gordon, Melvin","10.9","$8,200"
"70","Ware, Spencer","10.6","$7,000"
"71","Booker, Devontae","10.6","$6,300"
"72","Crowell, Isaiah","10.1","$5,700"
"73","Dixon, Kenneth","10","$5,000"
"74","Starks, James","9.3","$5,300"
"75","McKinnon, Jerick","9.1","$5,800"
"76","Ripkowski, Aaron","8.6","$4,500"
"77","Coleman, Tevin","8.3","$5,600"
"78","Riddick, Theo","8.3","$6,400"
"79","Martin, Doug","8","$6,400"
"80","West, Terrance","7.9","$6,300"
"81","Draughn, Shaun","7.9","$4,500"
"82","Sproles, Darren","7.9","$5,400"
"83","Lewis, Dion","7.8","$4,900"
"84","Miller, Lamar","7","$7,100"
"85","Jennings, Rashad","6.9","$6,600"
"86","Blount, LeGarrette","6.7","$6,800"
"87","Forte, Matt","6.5","$6,800"
"88","Thompson, Chris","5.9","$5,300"
"89","Burkhead, Rex","5.8","$4,500"
"90","Johnson, Duke","5.5","$4,900"
"91","Perkins, Paul","5.3","$4,500"
"92","Smallwood, Wendell","5.2","$5,700"
"93","Kelley, Rob","5.2","$5,700"
"94","Powell, Bilal","4.8","$5,500"
"95","White, James","4.2","$5,600"
"96","Robinson, Denard","3.9","$4,500"
"97","Rawls, Thomas","3.8","$7,000"
"98","Todman, Jordan","3.7","$4,500"
"99","Gore, Frank","3.6","$6,500"
"100","Juszczyk, Kyle","3.3","$4,500"
"101","Ellington, Andre","2.9","$4,500"
"102","Williams, Damien","2.8","$4,800"
"103","Toussaint, Fitzgerald","2.8","$4,500"
"104","Turbin, Robert","2.8","$4,500"
"105","Barber, Peyton","2.5","$5,200"
"106","Yeldon, T.J.","2.5","$5,200"
"107","Tolbert, Mike","2.4","$4,500"
"108","Montgomery, Ty","2.4","$4,900"
"109","Carey, Ka'Deem","2.3","$4,500"
"110","Richard, Jalen","2.3","$4,900"
"111","Bibbs, Kapri","2.2","$5,000"
