"","Player","Points","FD_Salary"
"11","Rodgers, Aaron","29.34","$9,100"
"12","Brady, Tom","28.4","$9,300"
"13","Cousins, Kirk","27.4","$7,600"
"14","Prescott, Dak","25.64","$7,500"
"15","Wilson, Russell","24.78","$7,400"
"16","Carr, Derek","22.6","$7,800"
"17","Mariota, Marcus","22.5","$8,000"
"18","Smith, Alex","20.44","$6,700"
"19","Luck, Andrew","19.68","$8,100"
"20","Kaepernick, Colin","19.44","$7,000"
"21","Winston, Jameis","17.44","$7,500"
"22","Dalton, Andy","17.28","$7,500"
"23","Manning, Eli","17.18","$7,700"
"24","Wentz, Carson","16.92","$6,300"
"25","Brees, Drew","16.4","$8,300"
"26","Tannehill, Ryan","15.78","$6,900"
"27","Flacco, Joe","15.36","$7,100"
"28","Palmer, Carson","15.02","$7,400"
"29","Osweiler, Brock","14.52","$6,400"
"30","Bortles, Blake","14.38","$7,200"
"31","Cutler, Jay","13.38","$6,800"
"32","Newton, Cam","12.38","$8,500"
"33","Stafford, Matthew","11.12","$7,900"
"34","Taylor, Tyrod","9.54","$7,300"
"35","Roethlisberger, Ben","8.68","$8,400"
"36","Bradford, Sam","8.66","$6,600"
"37","McCown, Josh","7.82","$6,500"
"38","Goff, Jared","6.46","$6,000"
"39","Kessler, Cody","4.32","$6,500"
"40","Webb, Joe","0","$5,000"
"41","Henne, Chad","-0.2","$5,500"
"42","Boykin, Trevone","-0.5","$6,000"
"43","Hundley, Brett","-0.64","$5,000"
"46","Kelley, Rob","31.7","$5,400"
"47","Johnson, David","31.5","$8,300"
"48","Bell, Le'Veon","30.1","$9,100"
"49","Jennings, Rashad","21.4","$5,600"
"50","Miller, Lamar","18.3","$7,100"
"51","Hightower, Tim","16.6","$6,000"
"52","Olawale, Jamize","16.2","$4,500"
"53","Starks, James","15.6","$5,500"
"54","Murray, DeMarco","15.4","$8,500"
"55","White, James","15.3","$5,900"
"56","Prosise, C.J.","15.1","$4,900"
"57","Elliott, Ezekiel","14.7","$8,700"
"58","Gore, Frank","14.1","$6,300"
"59","Gurley, Todd","13.6","$6,700"
"60","Richard, Jalen","12.7","$5,000"
"61","Hyde, Carlos","12.5","$6,500"
"62","Blount, LeGarrette","12.4","$7,300"
"63","Ivory, Chris","12.4","$5,400"
"64","Riddick, Theo","12.3","$6,700"
"65","Martin, Doug","12","$6,500"
"66","West, Terrance","11.8","$6,200"
"67","Draughn, Shaun","11.8","$4,600"
"68","Murray, Latavius","11.7","$6,400"
"69","McCoy, LeSean","11.5","$7,500"
"70","Langford, Jeremy","11.3","$4,800"
"71","Howard, Jordan","10.4","$6,800"
"72","Stewart, Jonathan","10.4","$7,000"
"73","Rawls, Thomas","10.3","$5,100"
"74","Smallwood, Wendell","9.9","$4,500"
"75","Ajayi, Jay","9.9","$7,600"
"76","Ware, Spencer","9.5","$7,700"
"77","Asiata, Matt","9.2","$5,800"
"78","Ingram, Mark","9","$6,100"
"79","Bernard, Giovani","8.6","$6,000"
"80","Hill, Jeremy","7.3","$5,900"
"81","Gillislee, Mike","7.2","$5,600"
"82","Johnson, Duke","7.1","$5,000"
"83","Lewis, Dion","6.4","$4,900"
"84","Turbin, Robert","6.4","$4,500"
"85","Montgomery, Ty","5.9","$5,200"
"86","West, Charcandrick","5.7","$5,400"
"87","Crowell, Isaiah","4.8","$6,200"
"88","Juszczyk, Kyle","4.7","$4,500"
"89","McKinnon, Jerick","4.6","$5,400"
"90","Perkins, Paul","4.5","$4,500"
"91","Yeldon, T.J.","4.2","$5,400"
"92","Dixon, Kenneth","4","$4,800"
"93","Washington, Dwayne","3.1","$4,500"
"94","Mathews, Ryan","3.1","$5,500"
"95","Bush, Reggie","3.1","$5,200"
"96","Williams, Jonathan","3.1","$4,500"
"97","Robinson, Denard","3","$4,500"
"98","Ellington, Andre","2.8","$4,500"
"99","Dunbar, Lance","2.6","$4,500"
"100","Sproles, Darren","2.6","$5,300"
"101","Thompson, Chris","2.4","$5,100"
"102","Kuhn, John","2.2","$4,500"
"103","Barber, Peyton","2.2","$5,100"
"104","Tolbert, Mike","2.1","$4,500"
"105","Burkhead, Rex","1.9","$4,500"
"106","Barner, Kenjon","1.7","$4,700"
"107","Cunningham, Benny","0.9","$4,500"
"108","Hillman, Ronnie","0.9","$4,600"
"109","Ripkowski, Aaron","0.9","$4,600"
"110","James, Mike","0.9","$4,600"
"111","Murphy, Marcus","0.8","$4,500"
"112","Lasike, Paul","0.5","$4,500"
"113","Harris, DuJuan","0.4","$5,300"
"114","Pope, Troymaine","0.3","$4,500"
"115","Morris, Alfred","0.3","$4,600"
"116","Tukuafu, Will","0.2","$4,500"
"117","Drake, Kenyan","0.2","$4,500"
"118","Felton, Jerome","0.2","$4,500"
"119","Prosch, Jay","0.2","$4,500"
"120","Develin, James","0","$4,500"
"121","Burton, Michael","0","$4,500"
"122","Carey, Ka'Deem","0","$4,500"
"123","Ferguson, Josh","0","$4,500"
"124","Line, Zach","0","$4,500"
"125","Darkwa, Orleans","0","$4,500"
"126","Williams, Damien","0","$4,700"
"127","Grant, Corey","0","$4,500"
"128","Todman, Jordan","0","$4,500"
"129","Brown, Malcolm","0","$4,500"
"130","Reynolds, Chase","0","$4,500"
"131","Taylor, Stepfan","0","$4,500"
"132","Andrews, Antonio","0","$4,500"
"133","Sherman, Anthony","0","$4,500"
"134","Bolden, Brandon","0","$4,500"
"135","Rainey, Bobby","0","$4,500"
"136","Washington, DeAndre","0","$4,800"
"137","Allen, Javorius","0","$4,500"
"138","Zenner, Zach","0","$4,500"
"139","Smith, Keith","0","$4,500"
"140","Nix, Roosevelt","0","$4,500"
"141","Hewitt, Ryan","0","$4,500"
"142","Williams, Kerwynn","0","$4,500"
"143","Atkinson, George","0","$4,500"
