"","Player","Points","FD_Salary"
"11","Mariota, Marcus","30.52","$7,000"
"12","Brady, Tom","29.64","$8,700"
"13","Roethlisberger, Ben","29.2","$8,600"
"14","Rivers, Philip","28.36","$8,300"
"15","Hoyer, Brian","23.78","$6,000"
"16","Carr, Derek","22.98","$8,100"
"17","Luck, Andrew","22.18","$8,600"
"18","Dalton, Andy","22.16","$7,800"
"19","Gabbert, Blaine","21.48","$6,500"
"20","Stafford, Matthew","18.8","$8,200"
"21","Bradford, Sam","18.64","$7,400"
"22","Wentz, Carson","17.92","$7,500"
"23","Rodgers, Aaron","17.86","$9,100"
"24","Prescott, Dak","17.48","$7,300"
"25","Taylor, Tyrod","15.76","$7,600"
"26","Winston, Jameis","15.36","$7,400"
"27","Fitzpatrick, Ryan","15.1","$6,900"
"28","Ryan, Matt","14.98","$7,700"
"29","Lynch, Paxton","13.72","$6,800"
"30","Cousins, Kirk","13.3","$7,500"
"31","Flacco, Joe","13","$7,600"
"32","Stanton, Drew","12.76","$6,300"
"33","Whitehurst, Charlie","10.38","$6,000"
"34","Osweiler, Brock","10.36","$7,200"
"35","Manning, Eli","10.06","$7,700"
"36","Keenum, Case","8.84","$6,600"
"37","Anderson, Derek","7.52","$5,000"
"38","Kessler, Cody","6.48","$6,400"
"39","Tannehill, Ryan","5.64","$7,100"
"40","Jones, Landry","-0.2","$5,500"
"41","Garoppolo, Jimmy","-0.3","$6,000"
"44","Johnson, David","32","$9,000"
"45","Elliott, Ezekiel","30.6","$7,900"
"46","Coleman, Tevin","24.3","$5,900"
"47","Howard, Jordan","23.8","$7,200"
"48","Riddick, Theo","23.2","$6,200"
"49","Artis-Payne, Cameron","20.5","$5,800"
"50","Hyde, Carlos","20.4","$7,200"
"51","Bell, Le'Veon","19.9","$8,600"
"52","Freeman, Devonta","19.8","$7,400"
"53","Asiata, Matt","17.6","$5,800"
"54","McCoy, LeSean","16.8","$7,800"
"55","Gurley, Todd","16.3","$7,600"
"56","Murray, DeMarco","16.2","$8,400"
"57","Rodgers, Jacquizz","15.4","$5,700"
"58","Mathews, Ryan","14","$6,300"
"59","Gordon, Melvin","13.2","$7,700"
"60","Richard, Jalen","12.7","$4,900"
"61","Bernard, Giovani","12.6","$5,500"
"62","White, James","10.9","$5,500"
"63","Rainey, Bobby","10.4","$4,900"
"64","Ajayi, Jay","10.2","$5,600"
"65","West, Terrance","9.9","$6,400"
"66","Blount, LeGarrette","9.7","$7,500"
"67","Lacy, Eddie","8.9","$7,100"
"68","Olawale, Jamize","8.9","$4,500"
"69","Sproles, Darren","8.8","$5,400"
"70","Gore, Frank","8.4","$6,500"
"71","Powell, Bilal","8.1","$5,100"
"72","Williams, Damien","8","$4,900"
"73","Booker, Devontae","7.9","$5,100"
"74","Anderson, C.J.","7.7","$8,000"
"75","Washington, DeAndre","7.7","$4,700"
"76","Forte, Matt","7","$7,100"
"77","Starks, James","6.7","$4,700"
"78","Gillislee, Mike","6.6","$4,800"
"79","Thompson, Chris","6.5","$5,400"
"80","Whittaker, Fozzy","5.9","$6,100"
"81","Henry, Derrick","5.4","$5,200"
"82","McKinnon, Jerick","5.1","$6,200"
"83","Jones, Matt","4.6","$6,900"
"84","Crowell, Isaiah","4.5","$6,800"
"85","Zenner, Zach","4.2","$5,400"
"86","Blue, Alfred","3.9","$4,600"
"87","Juszczyk, Kyle","3.5","$4,500"
"88","Brown, Malcolm","3.3","$4,500"
"89","Morris, Alfred","3.3","$5,100"
"90","Johnson, Duke","3.2","$5,300"
"91","Drake, Kenyan","3","$5,100"
"92","Miller, Lamar","2.9","$7,800"
"93","Perkins, Paul","2.7","$4,500"
"94","Ferguson, Josh","2.3","$4,500"
"95","Allen, Javorius","2.3","$5,600"
"96","Carey, Ka'Deem","2.2","$4,600"
"97","Ellington, Andre","1.9","$4,500"
"98","DiMarco, Patrick","1.8","$4,500"
"99","Kelley, Rob","1.8","$4,700"
"100","Foster, D.J.","1.7","$4,700"
"101","Ripkowski, Aaron","1.7","$4,500"
"102","Hill, Jeremy","1.2","$7,300"
"103","Darkwa, Orleans","1.1","$6,000"
"104","Dixon, Kenneth","1","$5,800"
"105","Smith, Rod","0.9","$4,500"
"107","Felton, Jerome","0.6","$4,500"
"108","Davis, Mike","0.4","$4,500"
"109","Bush, Reggie","0.3","$4,900"
"110","Tolbert, Mike","0.2","$4,800"
"111","Watt, Derek","0.2","$4,500"
"112","Janovich, Andy","0.2","$4,500"
"113","Montgomery, Ty","0.1","$4,500"
"114","McCluster, Dexter","0.1","$4,500"
"115","Develin, James","0","$4,500"
"116","Burton, Michael","0","$4,500"
"117","Burkhead, Rex","0","$4,500"
"118","Smallwood, Wendell","0","$5,900"
"119","Line, Zach","0","$4,500"
"120","Todman, Jordan","0","$4,500"
"121","Williams, DeAngelo","0","$5,700"
"122","Reynolds, Chase","0","$4,500"
"123","Barner, Kenjon","0","$5,300"
"124","Bell, Joique","0","$5,600"
"125","Andrews, Antonio","0","$4,500"
"126","Pead, Isaiah","0","$4,500"
"127","Hewitt, Ryan","0","$4,500"
"128","Ervin, Tyler","0","$4,500"
"129","Atkinson, George","0","$4,500"
"130","Fowler, Jalston","0","$4,500"
"131","Lasike, Paul","0","$4,500"
"132","Bibbs, Kapri","0","$4,500"
"133","Toussaint, Fitzgerald","0","$4,500"
"134","Johnson, Malcolm","0","$4,500"
"135","Prosch, Jay","0","$4,500"
"136","Draughn, Shaun","-0.1","$4,700"
"137","Taylor, Stepfan","-0.2","$4,500"
"140","Coates, Sammie","28.9","$5,300"
"141","Hilton, T.Y.","28.1","$7,700"
"142","Cooper, Amari","24.8","$7,200"
"143","Fitzgerald, Larry","23.1","$7,200"
"144","LaFell, Brandon","22.8","$5,400"
"145","Thielen, Adam","22.2","$4,900"
"146","Meredith, Cameron","22.1","$4,500"
"147","Marshall, Brandon","21.4","$7,600"
"148","Williams, Tyrell","20.2","$6,500"
"149","Kerley, Jeremy","20.2","$5,400"
"150","Brown, Antonio","18.3","$9,600"
"151","Evans, Mike","17.9","$7,900"
"152","Adams, Davante","17","$5,500"
"153","Cobb, Randall","15.3","$7,100"
"154","Benjamin, Travis","15.2","$6,500"
"155","Hopkins, DeAndre","14.1","$8,200"
"156","Garcon, Pierre","14.1","$6,000"
"157","Beckham Jr., Odell","14.1","$8,500"
"158","Hogan, Chris","13.6","$5,000"
"159","Hawkins, Andrew","13.6","$4,600"
"160","Thomas, Demaryius","13.4","$7,700"
"161","Beasley, Cole","13.3","$5,500"
"162","Patterson, Cordarrelle","12.6","$4,600"
"163","Crabtree, Michael","12.2","$6,900"
"164","Austin, Tavon","12","$5,800"
"165","Nelson, Jordy","11.8","$8,400"
"166","Jones, Marvin","11.7","$7,800"
"167","Sanders, Emmanuel","11.5","$7,100"
"168","Matthews, Rishard","11.2","$5,100"
"169","Crowder, Jamison","11","$5,800"
"170","Jeffery, Alshon","10.2","$8,000"
"171","Britt, Kenny","10","$5,700"
"172","Wallace, Mike","9.8","$6,300"
"173","Benjamin, Kelvin","9.5","$7,500"
"174","Williams, Terrance","9.5","$5,500"
"175","Huff, Josh","9","$4,500"
"176","Matthews, Jordan","8.5","$7,000"
"177","Goodwin, Marquise","8.3","$5,500"
"178","Johnson, Andre","8.3","$5,200"
"179","Parker, DeVante","8","$6,400"
"180","Royal, Eddie","7.8","$5,700"
"181","Pryor, Terrelle","7.8","$7,200"
"182","Enunwa, Quincy","7.1","$6,200"
"183","Green, A.J.","7","$8,700"
"184","Hunter, Justin","6.9","$4,500"
"185","Boldin, Anquan","6.8","$6,300"
"186","Quick, Brian","6.6","$4,500"
"187","Strong, Jaelen","6.4","$4,600"
"188","Edelman, Julian","6","$7,000"
"189","Tate, Golden","6","$6,400"
"190","Grant, Jakeem","6","$4,500"
"191","Green-Beckham, Dorial","5.8","$4,900"
"192","Wright, Jarius","5.2","$4,600"
"193","Jackson, Vincent","5.1","$5,000"
"194","Jackson, DeSean","5","$6,700"
"195","Boyd, Tyler","4.8","$5,300"
"196","Bray, Quan","4.6","$4,500"
"197","Landry, Jarvis","4.5","$7,500"
"198","Smith, Steve","4.4","$6,300"
"199","Agholor, Nelson","4.2","$5,400"
"200","Jones, Julio","3.9","$8,900"
"201","Rogers, Chester","3.9","$4,500"
"202","Sanu, Mohamed","3.8","$5,600"
"203","Dorsett, Phillip","3.6","$6,800"
"204","Humphries, Adam","3.6","$5,100"
"205","Woods, Robert","3.6","$5,300"
"206","Norwood, Jordan","3.4","$4,500"
"207","Roberts, Seth","3.2","$5,600"
"208","Butler, Brice","3","$5,100"
"209","Wheaton, Markus","2.9","$5,500"
"210","Sharpe, Tajae","2.7","$5,400"
"211","Patton, Quinton","2.6","$4,900"
"212","Shepard, Sterling","2.4","$6,900"
"213","Fowler, Bennie","2.3","$4,600"
"214","Brown, Corey","2.3","$4,700"
"215","Louis, Ricardo","2.3","$4,500"
"216","Holmes, Andre","2.3","$4,500"
"217","Amendola, Danny","2.1","$5,300"
"218","Perriman, Breshad","2.1","$4,900"
"219","Bellamy, Josh","1.9","$4,500"
"220","Mitchell, Malcolm","1.7","$4,500"
"221","Miller, Braxton","1.7","$4,500"
"222","Brown, John","1.6","$6,500"
"224","Wright, Kendall","1.4","$4,700"
"225","Ross, Rashad","1.3","$4,500"
"226","Peake, Charone","1.1","$4,500"
"227","Fuller, Will","0.9","$7,200"
"228","Whitehead, Lucky","0.9","$4,500"
"229","Inman, Dontrelle","0.8","$6,100"
"230","Johnson, Charles","0.7","$4,700"
"231","Slater, Matthew","0.5","$4,500"
"232","Marquez, Bradley","0.2","$4,500"
"233","Mariani, Marc","0","$4,500"
"234","Gabriel, Taylor","0","$4,900"
"235","Thompson, Deonte","0","$4,500"
"236","Floyd, Michael","0","$6,600"
"237","Heyward-Bey, Darrius","0","$4,500"
"238","Erickson, Alex","0","$4,500"
"239","Abbrederis, Jared","0","$4,500"
"240","Weems, Eric","0","$4,500"
"241","Nelson, J.J.","0","$4,500"
"242","Cooper, Pharoh","0","$4,500"
"243","Whalen, Griff","0","$4,500"
"244","Thomas, Mike","0","$4,500"
"245","Smith, Torrey","0","$5,400"
"246","Grant, Ryan","0","$4,600"
"247","Higgins, Rashard","0","$4,500"
"248","Tate, Brandon","0","$4,500"
"249","Aiken, Kamar","0","$5,500"
"250","Latimer, Cody","0","$4,500"
"251","Janis, Jeff","0","$4,500"
"252","Powell, Walter","0","$4,500"
"253","Treadwell, Laquon","0","$4,500"
"254","Roberts, Andre","0","$4,500"
"255","Bersin, Brenton","0","$4,500"
"256","Cruz, Victor","0","$5,600"
"257","King, Tavarres","0","$4,500"
"258","Carroo, Leonte","0","$4,500"
"259","Robinson, Aldrick","0","$4,500"
"260","Streater, Rod","0","$4,500"
"261","Brown, Jaron","0","$4,800"
"262","Hester, Devin","0","$4,600"
"263","Burbridge, Aaron","0","$4,500"
"264","Funchess, Devin","0","$5,200"
"265","Taylor, Jordan","0","$4,500"
"266","Hardy, Justin","0","$4,800"
"267","Stills, Kenny","0","$5,700"
"268","Davis, Trevor","0","$4,500"
"269","Harris, Dwayne","0","$4,500"
"270","Ginn Jr., Ted","-1","$5,700"
"273","Bennett, Martellus","27.7","$6,300"
"274","Olsen, Greg","22.6","$8,000"
"275","Walker, Delanie","15.1","$6,400"
"276","Henry, Hunter","14.9","$5,400"
"277","Allen, Dwayne","14","$5,600"
"278","Gronkowski, Rob","13.4","$7,200"
"279","James, Jesse","13.3","$4,500"
"280","Miller, Zach","10.8","$5,400"
"281","Gillmore, Crockett","10.8","$4,600"
"282","Barnidge, Gary","10.1","$5,700"
"283","Clay, Charles","9.8","$5,200"
"284","Pitta, Dennis","9.4","$5,500"
"285","Reed, Jordan","9.3","$7,800"
"286","Gates, Antonio","9","$5,700"
"287","Hamlett, Connor","8.2","$4,500"
"288","Fiedorowicz, C.J.","8.1","$4,500"
"289","Uzomah, C.J.","6.8","$5,100"
"290","Witten, Jason","5.8","$5,800"
