"","Player","Points","FD_Salary"
"11","Carr, Derek","35.82","$7,800"
"12","Rodgers, Aaron","33.84","$8,800"
"13","Brady, Tom","30.1","$8,700"
"14","Bortles, Blake","29.68","$7,100"
"15","Prescott, Dak","28.28","$7,100"
"16","Cousins, Kirk","25.22","$7,200"
"17","Ryan, Matt","24.42","$8,500"
"18","Palmer, Carson","23.52","$7,300"
"19","McCown, Josh","22.64","$6,400"
"20","Brees, Drew","20.7","$8,000"
"21","Dalton, Andy","20.46","$7,700"
"22","Mariota, Marcus","19.9","$7,500"
"23","Luck, Andrew","19.4","$7,900"
"24","Winston, Jameis","18.8","$7,400"
"25","Taylor, Tyrod","18.12","$7,600"
"26","Foles, Nick","16.82","$6,000"
"27","Rivers, Philip","15.68","$7,300"
"28","Fitzpatrick, Ryan","14.42","$7,300"
"29","Cutler, Jay","14.28","$6,500"
"30","Stafford, Matthew","13.6","$7,700"
"31","Bradford, Sam","13.12","$7,000"
"32","Newton, Cam","12.78","$8,300"
"33","Wentz, Carson","11.78","$6,700"
"34","Wilson, Russell","10.22","$8,200"
"35","Osweiler, Brock","10.14","$6,600"
"36","Smith, Alex","9.98","$6,800"
"37","Siemian, Trevor","7.84","$6,900"
"38","Manuel, E.J.","3.4","$4,900"
"39","Cassel, Matt","0.6","$6,000"
"40","Hogan, Kevin","0.16","$6,000"
"41","Webb, Joe","0","$5,000"
"42","Clemens, Kellen","0","$5,000"
"43","Garoppolo, Jimmy","-0.1","$5,800"
"46","Howard, Jordan","28.2","$6,100"
"47","Riddick, Theo","23.3","$5,900"
"48","Forte, Matt","22.8","$7,300"
"49","Stewart, Jonathan","22.5","$6,100"
"50","Freeman, Devonta","19.8","$6,900"
"51","Murray, DeMarco","19.3","$8,300"
"52","Henry, Derrick","17.7","$4,900"
"53","Gordon, Melvin","17.5","$7,200"
"54","Gillislee, Mike","16.9","$5,900"
"55","Elliott, Ezekiel","16.8","$8,500"
"56","Booker, Devontae","14.9","$5,600"
"57","Kelley, Rob","14.7","$5,100"
"58","Johnson, Duke","14.6","$5,100"
"59","Powell, Bilal","14.4","$5,200"
"60","Rodgers, Jacquizz","14.3","$6,600"
"61","Johnson, David","14.3","$8,700"
"62","Hill, Jeremy","13.8","$6,500"
"63","Crowell, Isaiah","13.3","$5,900"
"64","Miller, Lamar","13.3","$7,400"
"65","Gore, Frank","13.2","$6,300"
"66","Bernard, Giovani","13.1","$6,200"
"67","Sproles, Darren","12.8","$4,900"
"68","Prosise, C.J.","12.3","$4,600"
"69","Michael, Christine","10.7","$7,800"
"70","Hightower, Tim","10.7","$4,500"
"71","Blount, LeGarrette","10.3","$6,600"
"72","Murray, Latavius","9.6","$6,200"
"73","Asiata, Matt","8.8","$5,600"
