"","Player","Points","FD_Salary"
"11","Rodgers, Aaron","29.54","$9,000"
"12","Mariota, Marcus","28.6","$7,400"
"13","Roethlisberger, Ben","28.42","$7,700"
"14","Wilson, Russell","26.52","$7,400"
"15","Newton, Cam","24.84","$7,800"
"16","Flacco, Joe","24.14","$7,500"
"17","Kaepernick, Colin","23.9","$7,300"
"18","Brees, Drew","23.02","$8,200"
"19","Rivers, Philip","21.04","$8,100"
"20","Manning, Eli","20","$7,600"
"21","Winston, Jameis","19.48","$7,800"
"22","Bradford, Sam","19.28","$7,000"
"23","Tannehill, Ryan","19.2","$7,200"
"24","Prescott, Dak","18.76","$7,700"
"25","Bortles, Blake","18.7","$7,300"
"26","Cousins, Kirk","18.38","$7,100"
"27","Siemian, Trevor","16.82","$7,200"
"28","Palmer, Carson","16.64","$7,900"
"29","Osweiler, Brock","14.26","$6,900"
"30","Ryan, Matt","13.68","$8,600"
"31","Dalton, Andy","12.66","$7,500"
"32","Brady, Tom","12.34","$8,300"
"33","Petty, Bryce","9.52","$5,000"
"34","Smith, Alex","9.42","$6,700"
"35","Wentz, Carson","8.24","$6,800"
"36","Cutler, Jay","7.98","$7,000"
"37","Kessler, Cody","7.94","$6,500"
"38","Keenum, Case","7.7","$6,600"
"39","Hundley, Brett","0.32","$5,000"
"40","Hogan, Kevin","0.1","$6,000"
"41","Jones, Landry","0","$6,000"
"42","Glennon, Mike","0","$6,000"
"43","Webb, Joe","0","$5,000"
"44","Clemens, Kellen","0","$5,000"
"45","Mallett, Ryan","-0.3","$6,000"
"46","McCown, Josh","-1.64","$6,400"
"49","Elliott, Ezekiel","39.9","$8,900"
"50","Bell, Le'Veon","29.9","$8,100"
"51","Mathews, Ryan","28.9","$5,500"
"52","Murray, DeMarco","27","$7,400"
"53","Blount, LeGarrette","24.9","$6,400"
"54","Johnson, David","24.6","$9,400"
"55","Prosise, C.J.","18.8","$4,700"
"56","Powell, Bilal","18.4","$5,400"
"57","Gordon, Melvin","15.7","$8,300"
"58","Williams, Damien","14.5","$4,500"
"59","Jennings, Rashad","12.4","$5,600"
"60","Forte, Matt","11.9","$7,100"
"61","Starks, James","11.9","$5,300"
"62","Sproles, Darren","11.6","$5,100"
"63","Martin, Doug","11.1","$6,500"
"64","Hill, Jeremy","10.6","$6,100"
"65","Dixon, Kenneth","10.5","$4,600"
"66","Kelley, Rob","10","$5,300"
"67","Booker, Devontae","9.8","$7,800"
"68","Freeman, Devonta","9.6","$7,000"
"69","Ware, Spencer","8.7","$7,300"
"70","Ajayi, Jay","8.5","$7,800"
"71","Miller, Lamar","8.3","$7,500"
"72","West, Terrance","8.2","$6,500"
"73","Howard, Jordan","8","$6,900"
"74","Asiata, Matt","8","$5,800"
"75","Gurley, Todd","7.7","$7,000"
"76","Yeldon, T.J.","7.4","$5,500"
"77","Ingram, Mark","7.3","$6,300"
"78","Smallwood, Wendell","7","$4,600"
"79","Crowell, Isaiah","6.8","$6,000"
"80","Hightower, Tim","6.5","$6,200"
"81","Cunningham, Benny","6.2","$4,500"
"82","Hunt, Akeem","5.8","$4,500"
"83","White, James","5.7","$5,400"
"84","Bernard, Giovani","5.1","$5,900"
"85","Ivory, Chris","5.1","$5,200"
"86","McKinnon, Jerick","4.8","$5,700"
"87","Langford, Jeremy","4.6","$4,900"
"88","Johnson, Duke","4.6","$5,100"
"89","Stewart, Jonathan","3.9","$6,800"
"90","Barber, Peyton","3.8","$5,700"
"91","Juszczyk, Kyle","3.7","$4,500"
"92","Cadet, Travaris","3.6","$4,500"
"93","Michael, Christine","3.1","$7,000"
"94","Thompson, Chris","3.1","$4,900"
"95","Perkins, Paul","3.1","$4,500"
"96","Henry, Derrick","3.1","$5,300"
"97","Montgomery, Ty","3","$6,200"
"98","West, Charcandrick","2.5","$6,000"
"99","Morris, Alfred","2.4","$4,500"
"100","Blue, Alfred","2.3","$4,500"
"101","Bibbs, Kapri","2.2","$4,600"
"102","Carey, Ka'Deem","2","$4,500"
"103","Whittaker, Fozzy","1.9","$4,600"
"104","James, Mike","1.7","$4,800"
"105","Harris, DuJuan","1.4","$5,200"
"106","Hyde, Carlos","1.4","$6,800"
"107","Janovich, Andy","1.4","$4,500"
"108","Drake, Kenyan","0.9","$4,500"
"109","Lasike, Paul","0.8","$4,500"
"110","Line, Zach","0.5","$4,500"
"111","Spiller, C.J.","0.4","$4,500"
"112","Allen, Javorius","0.3","$4,600"
"113","Hillman, Ronnie","0.2","$4,500"
"114","Collins, Alex","0.2","$4,500"
"115","Dunbar, Lance","0","$4,500"
"116","Farrow, Kenneth","0","$4,500"
"117","Tukuafu, Will","0","$4,500"
"118","Develin, James","0","$4,500"
"119","Kuhn, John","0","$4,500"
"120","Burkhead, Rex","0","$4,500"
"121","Darkwa, Orleans","0","$4,500"
"122","Robinson, Denard","0","$4,500"
"123","Brown, Malcolm","0","$4,500"
"124","Reynolds, Chase","0","$4,500"
"125","Barner, Kenjon","0","$4,800"
"126","Taylor, Stepfan","0","$4,500"
"127","Andrews, Antonio","0","$4,500"
"128","Sherman, Anthony","0","$4,500"
"129","Bolden, Brandon","0","$4,500"
"130","Rainey, Bobby","0","$4,500"
"131","Tolbert, Mike","0","$4,500"
"132","Watt, Derek","0","$4,500"
"133","Nix, Roosevelt","0","$4,500"
"134","Hewitt, Ryan","0","$4,500"
"135","Ervin, Tyler","0","$4,500"
"136","Williams, Kerwynn","0","$4,500"
"137","Atkinson, George","0","$4,500"
"138","Draughn, Shaun","0","$4,800"
"139","DiMarco, Patrick","0","$4,500"
"140","Taliaferro, Lorenzo","0","$4,500"
"141","Fowler, Jalston","0","$4,500"
"142","Davis, Knile","0","$4,900"
"143","Ripkowski, Aaron","0","$4,700"
"144","Toussaint, Fitzgerald","0","$4,500"
"145","Prosch, Jay","0","$4,500"
"146","Ward, Terron","-0.1","$5,200"
"147","Ellington, Andre","-0.1","$4,500"
"150","Brown, Antonio","27.4","$8,600"
"151","Baldwin, Doug","26.9","$6,900"
"152","Nelson, Jordy","24.6","$7,700"
"153","Robinson, Allen","23.2","$7,000"
"154","Diggs, Stefon","22.9","$6,700"
"155","Williams, Tyrell","21","$5,900"
"156","Beckham Jr., Odell","20.7","$9,000"
"157","Bryant, Dez","20.6","$7,500"
"158","Fitzgerald, Larry","19.3","$7,200"
"159","Snead, Willie","19.2","$6,400"
"160","Thomas, Demaryius","18.7","$7,500"
"161","Adams, Davante","18.6","$7,200"
"162","Jones, Julio","18.5","$8,800"
"163","Cooks, Brandin","17.3","$7,300"
"164","Green, A.J.","16.3","$8,700"
"165","Hill, Tyreek","15.1","$4,700"
"166","Kerley, Jeremy","14.6","$5,100"
"167","Smith, Steve","14.5","$5,400"
"168","Britt, Kenny","14.4","$6,400"
"169","Sharpe, Tajae","14.3","$4,600"
"170","Gabriel, Taylor","14.1","$4,600"
"171","Perriman, Breshad","13.9","$5,200"
"172","Matthews, Rishard","13.8","$5,800"
"173","Funchess, Devin","13.1","$4,800"
"174","Parker, DeVante","12.8","$5,600"
"175","Shepard, Sterling","12.7","$5,800"
"176","Floyd, Michael","12.6","$5,000"
"177","Crowder, Jamison","12.4","$6,000"
"178","Rogers, Eli","12.2","$4,900"
"179","Stills, Kenny","11.7","$5,700"
"180","Meredith, Cameron","11.5","$5,300"
"181","Edelman, Julian","11.4","$6,000"
"182","Garcon, Pierre","11.1","$5,400"
"183","Martino, Freddie","10.8","$4,500"
"184","Thielen, Adam","10.7","$5,600"
"185","Matthews, Jordan","10.3","$5,900"
"186","Taylor, Jordan","10.2","$4,500"
"187","Benjamin, Kelvin","9.9","$7,000"
"188","Lockett, Tyler","8.7","$4,900"
"189","Evans, Mike","8.6","$8,500"
"191","Landry, Jarvis","8.3","$6,800"
"192","Sanders, Emmanuel","7.9","$6,900"
"193","Wallace, Mike","7.9","$6,900"
"194","Wright, Kendall","7.8","$4,800"
"195","Lee, Marqise","7.6","$5,000"
"196","Hopkins, DeAndre","7.3","$7,400"
"197","Pryor, Terrelle","7.3","$7,100"
"198","Humphries, Adam","7.3","$5,200"
"199","Ginn Jr., Ted","7","$5,300"
"200","Inman, Dontrelle","6.8","$5,300"
"201","Jeffery, Alshon","6.7","$7,200"
"202","Patton, Quinton","6.7","$4,500"
"203","Richardson, Paul","6.2","$4,500"
"204","Beasley, Cole","5.8","$6,500"
"205","Cobb, Randall","5.1","$6,600"
"206","Brown, John","5","$6,200"
"207","Shorts, Cecil","4.8","$4,500"
"208","Wilson, Albert","4.5","$4,900"
"209","Hamilton, Cobi","4.4","$4,500"
"211","Austin, Tavon","3.9","$5,400"
"212","Kearse, Jermaine","3.6","$4,500"
"213","Smith, Torrey","3.6","$5,200"
"214","Marshall, Brandon","3.5","$7,100"
"215","Norwood, Jordan","3.3","$4,500"
"216","Patterson, Cordarrelle","3.2","$5,500"
"217","Coleman, Corey","3.2","$5,700"
"218","Royal, Eddie","2.9","$5,100"
"219","Quick, Brian","2.6","$4,500"
"220","Aiken, Kamar","2.5","$5,100"
"221","Sanu, Mohamed","2.4","$5,600"
"222","Coleman, Brandon","2.4","$4,500"
"223","Hurns, Allen","2.3","$5,600"
"224","Boyd, Tyler","2.2","$4,600"
"225","Allison, Geronimo","2.2","$5,200"
"226","Thomas, Michael","2","$6,400"
"227","Nelson, J.J.","1.9","$5,600"
"228","Amendola, Danny","1.9","$4,600"
"229","Peake, Charone","1.9","$4,500"
"230","Mitchell, Malcolm","1.8","$4,500"
"231","Agholor, Nelson","1.7","$5,400"
"232","Conley, Chris","1.7","$4,500"
"233","Streater, Rod","1.6","$4,500"
"234","Whalen, Griff","1.5","$4,500"
