"","Player","Points","FD_Salary"
"11","Brady, Tom","27.14","$8,600"
"12","Ryan, Matt","21.48","$8,300"
"13","Rodgers, Aaron","21.24","$8,000"
"14","Flacco, Joe","20.06","$7,500"
"15","Tannehill, Ryan","18.8","$7,100"
"16","Stafford, Matthew","18.42","$8,500"
"17","Luck, Andrew","18.24","$8,200"
"18","Bradford, Sam","17.38","$6,900"
"19","Siemian, Trevor","17.36","$7,000"
"20","Cousins, Kirk","16.96","$7,600"
"21","Dalton, Andy","16.9","$7,700"
"22","Taylor, Tyrod","16.32","$7,600"
"23","Bortles, Blake","15.58","$6,900"
"24","Wentz, Carson","14.06","$6,500"
"25","Petty, Bryce","13.18","$6,100"
"26","Smith, Alex","12.66","$7,000"
"27","Newton, Cam","12.5","$7,800"
"28","Barkley, Matt","12.48","$6,200"
"29","Palmer, Carson","12.3","$7,400"
"30","Griffin III, Robert","12.26","$6,200"
"31","Kaepernick, Colin","11.62","$7,300"
"32","Goff, Jared","11.6","$6,700"
"33","Wilson, Russell","10.5","$7,900"
"34","Rivers, Philip","10.44","$8,000"
"35","Winston, Jameis","8.96","$8,200"
"36","Prescott, Dak","8.7","$8,000"
"37","Brees, Drew","7.48","$8,700"
"38","Mariota, Marcus","7.32","$7,900"
"39","Manning, Eli","6.52","$7,700"
"40","Roethlisberger, Ben","5.6","$8,100"
"41","Carr, Derek","4.98","$8,000"
"42","Osweiler, Brock","4.68","$6,500"
"43","Moore, Matt","1.88","$5,500"
"44","Schaub, Matt","0","$6,000"
"45","Anderson, Derek","0","$5,000"
"46","Boykin, Trevone","0","$6,000"
"47","Webb, Joe","0","$5,000"
"48","Clemens, Kellen","0","$5,000"
"49","Hundley, Brett","-0.2","$5,000"
"52","Bell, Le'Veon","49.8","$9,000"
"53","Powell, Bilal","32.4","$5,600"
"54","Hyde, Carlos","26.5","$6,900"
"55","Hill, Jeremy","21.7","$6,900"
"56","McCoy, LeSean","19.8","$8,300"
"57","Miller, Lamar","18.7","$7,200"
"58","Coleman, Tevin","18.5","$5,400"
"59","Dixon, Kenneth","18.1","$5,000"
"60","Murray, Latavius","16.3","$6,800"
