"","Player","Points","FD_Salary"
"11","Luck, Andrew","35.5","$8,700"
"12","Brees, Drew","31.42","$8,700"
"13","Smith, Alex","29.02","$7,000"
"14","Winston, Jameis","26.54","$7,500"
"15","Stafford, Matthew","26.1","$7,400"
"16","Ryan, Matt","24.36","$7,600"
"17","Rodgers, Aaron","23.56","$9,000"
"18","Roethlisberger, Ben","22.8","$8,500"
"19","Carr, Derek","22.36","$7,700"
"20","Newton, Cam","22.16","$8,600"
"21","Manning, Eli","19.28","$7,200"
"22","Wentz, Carson","19.22","$5,000"
"23","Palmer, Carson","18.94","$7,900"
"24","Dalton, Andy","18.34","$7,700"
"25","Mariota, Marcus","17.74","$7,500"
"26","Osweiler, Brock","17.64","$7,100"
"27","Fitzpatrick, Ryan","16.06","$7,300"
"28","Bortles, Blake","16","$8,400"
"29","Tannehill, Ryan","15.14","$6,400"
"30","Rivers, Philip","14.62","$7,300"
"31","Garoppolo, Jimmy","14.56","$6,900"
"32","Gabbert, Blaine","14","$6,200"
"33","Wilson, Russell","12.92","$8,500"
"34","Cutler, Jay","12.84","$6,700"
"35","Flacco, Joe","12.02","$7,000"
"36","Cousins, Kirk","11.96","$7,800"
"37","Siemian, Trevor","11.12","$6,000"
"38","Griffin III, Robert","10.3","$6,900"
"39","Prescott, Dak","10.28","$5,000"
"40","Hill, Shaun","10.24","$5,000"
"41","Taylor, Tyrod","5.54","$7,200"
"42","Keenum, Case","4.2","$6,000"
"43","Kaepernick, Colin","0","$6,500"
"44","Webb, Joe","0","$5,000"
"47","Williams, DeAngelo","32.1","$7,100"
"48","Ware, Spencer","29.4","$5,400"
"49","Anderson, C.J.","27.9","$6,700"
"50","Riddick, Theo","25.3","$5,100"
"51","Hyde, Carlos","22.3","$6,200"
"52","Johnson, David","21.2","$8,800"
"53","Woodhead, Danny","20.5","$5,800"
"54","Abdullah, Ameer","20.5","$6,300"
"55","Murray, DeMarco","20.2","$6,500"
"56","Forte, Matt","18","$6,500"
"57","Gordon, Melvin","17.7","$5,700"
"59","McCoy, LeSean","15","$6,900"
"60","Yeldon, T.J.","14.9","$6,100"
"61","Crowell, Isaiah","14.8","$5,700"
"62","Coleman, Tevin","14.2","$5,200"
"63","Mathews, Ryan","13.7","$6,100"
"64","Miller, Lamar","13.7","$7,600"
