"","Player","Points","FD_Salary"
"11","Rodgers, Aaron","37.18","$8,600"
"12","Wilson, Russell","33.6","$7,700"
"13","Taylor, Tyrod","31.16","$7,500"
"14","Cousins, Kirk","29.8","$7,800"
"15","Kaepernick, Colin","27.14","$7,400"
"16","Luck, Andrew","26.72","$8,300"
"17","Bortles, Blake","26.2","$6,200"
"18","Bradford, Sam","25.78","$6,100"
"19","Prescott, Dak","23.98","$7,800"
"20","Smith, Alex","23.36","$6,500"
"21","Carr, Derek","21.92","$8,100"
"22","Roethlisberger, Ben","21.06","$7,900"
"23","Brady, Tom","20.56","$9,000"
"24","Ryan, Matt","19.98","$7,900"
"25","Rivers, Philip","19.88","$8,200"
"26","Winston, Jameis","18.48","$8,000"
"27","Moore, Matt","16.22","$6,500"
"28","Brees, Drew","16.06","$8,500"
"29","Barkley, Matt","15.92","$6,300"
"30","Flacco, Joe","15.48","$7,300"
"31","Palmer, Carson","15.26","$7,000"
"32","Manning, Eli","15.24","$7,700"
"33","Dalton, Andy","13.72","$7,400"
"34","Newton, Cam","13.52","$7,900"
"35","Stafford, Matthew","13.5","$7,900"
"36","Wentz, Carson","11.78","$6,700"
"37","Griffin III, Robert","10.76","$6,100"
"38","Mariota, Marcus","8.26","$7,800"
"39","Savage, Tom","8.14","$6,300"
"40","Cassel, Matt","7.96","$6,000"
"41","Siemian, Trevor","6.32","$6,500"
"42","Goff, Jared","6","$6,200"
"43","Fitzpatrick, Ryan","3.74","$6,600"
"44","McGloin, Matt","0.86","$5,500"
"45","Daniel, Chase","0.64","$5,000"
"46","Kessler, Cody","0.44","$6,000"
"47","Garoppolo, Jimmy","0.04","$6,000"
"48","Hundley, Brett","0","$5,000"
"49","Webb, Joe","0","$5,000"
"50","Clemens, Kellen","0","$5,000"
"51","Petty, Bryce","-1","$6,000"
"54","Johnson, David","31.6","$8,700"
"55","Ajayi, Jay","27.4","$6,700"
"56","Bell, Le'Veon","27.2","$9,100"
"57","Ingram, Mark","24.3","$6,300"
"58","Washington, DeAndre","24.2","$4,500"
"59","McCoy, LeSean","23","$9,500"
"60","Zenner, Zach","22.2","$4,600"
"61","Elliott, Ezekiel","21.7","$8,900"
"62","Coleman, Tevin","21","$6,100"
"63","Crowell, Isaiah","19.8","$5,700"
"64","Ivory, Chris","17.4","$5,200"
"65","Blount, LeGarrette","17","$7,200"
"66","Blue, Alfred","17","$4,900"
"67","Gurley, Todd","16.2","$7,900"
"68","Thompson, Chris","16.2","$4,900"
"69","Richard, Jalen","15.4","$4,900"
"70","Rodgers, Jacquizz","14.8","$4,900"
"71","Brown, Mack","14.5","$4,500"
"72","Howard, Jordan","13.3","$6,800"
"73","Sproles, Darren","13.3","$5,300"
"74","Freeman, Devonta","12.8","$7,500"
"75","White, James","12.1","$4,500"
"76","Hyde, Carlos","11.7","$7,100"
"77","Drake, Kenyan","11.6","$4,500"
"78","McKinnon, Jerick","11","$5,300"
"79","Turbin, Robert","9.9","$4,500"
"80","Draughn, Shaun","9.5","$4,500"
"81","Juszczyk, Kyle","9.5","$4,500"
"82","Ware, Spencer","9.2","$6,500"
"83","Kelley, Rob","9.2","$5,800"
"84","Gillislee, Mike","9.1","$5,100"
"85","Langford, Jeremy","8.8","$4,900"
"86","Burkhead, Rex","8.7","$4,500"
"87","Cadet, Travaris","8.6","$4,500"
"88","Powell, Bilal","8.4","$6,500"
"89","Perkins, Paul","8.2","$4,500"
"90","Booker, Devontae","8.1","$5,400"
"91","Asiata, Matt","7.9","$5,100"
"92","Farrow, Kenneth","7.7","$6,100"
"93","Forsett, Justin","7.1","$5,100"
"94","Jennings, Rashad","7.1","$5,500"
"95","West, Terrance","7","$5,800"
"96","Murray, DeMarco","7","$8,400"
"97","Gore, Frank","7","$6,000"
"98","Mathews, Ryan","6.7","$5,400"
"99","Collins, Alex","6.7","$4,500"
"100","Dixon, Kenneth","6.3","$5,300"
"101","Sims, Charles","6.2","$4,800"
"102","Lewis, Dion","6.2","$5,100"
"103","Williams, Damien","6.1","$4,500"
"104","Murray, Latavius","6.1","$7,300"
"105","Montgomery, Ty","6","$6,300"
"106","Johnson, Duke","5.9","$4,700"
"107","Stewart, Jonathan","5.7","$6,400"
