"","Player","Points","FD_Salary"
"11","Brady, Tom","27.62","$8,400"
"12","Palmer, Carson","25.68","$7,700"
"13","Mariota, Marcus","24.96","$7,100"
"14","Romo, Tony","24.14","$8,700"
"15","Smith, Alex","23.22","$6,600"
"16","Rodgers, Aaron","23.06","$9,700"
"17","Rivers, Philip","21.96","$8,100"
"18","Luck, Andrew","19.72","$9,200"
"19","Roethlisberger, Ben","19.04","$8,600"
"20","Foles, Nick","18.98","$6,400"
"21","Dalton, Andy","18.86","$7,100"
"22","Ryan, Matt","18.62","$8,800"
"23","Brees, Drew","17.5","$8,900"
"24","Winston, Jameis","16.2","$6,900"
"25","Wilson, Russell","16.14","$8,800"
"26","Taylor, Tyrod","15.9","$5,000"
"27","Stafford, Matthew","15.74","$7,800"
"28","Bradford, Sam","15.44","$7,500"
"29","Cutler, Jay","15.1","$7,900"
"30","Fitzpatrick, Ryan","14.06","$6,800"
"31","Newton, Cam","13.5","$8,400"
"32","Bortles, Blake","11.92","$6,400"
"33","Tannehill, Ryan","11.74","$8,000"
"34","Kaepernick, Colin","10.7","$7,900"
"35","McGloin, Matt","10.68","$5,300"
"36","Mallett, Ryan","10.52","$6,500"
"37","Hoyer, Brian","10.44","$6,500"
"38","Bridgewater, Teddy","9.84","$7,200"
"39","Manziel, Johnny","9.78","$5,900"
"40","Cousins, Kirk","9.74","$6,000"
"41","Manning, Eli","8.52","$8,300"
"42","Manning, Peyton","5.9","$9,100"
"43","Carr, Derek","3.24","$6,300"
"44","Flacco, Joe","2.68","$8,200"
"45","McCown, Josh","2.26","$6,300"
"46","Cassel, Matt","0","$6,600"
"47","McCown, Luke","0","$5,400"
"48","Webb, Joe","0","$5,000"
"49","Mettenberger, Zach","-0.5","$5,800"
"52","Hyde, Carlos","31.2","$7,300"
"53","Forte, Matt","25.1","$8,800"
"54","Ivory, Chris","22.5","$6,400"
"55","Sankey, Bishop","21.6","$6,300"
"56","Woodhead, Danny","20.2","$6,000"
"57","Charles, Jamaal","18.8","$8,900"
"58","Hill, Jeremy","18.3","$8,600"
"59","Abdullah, Ameer","17.4","$5,900"
"60","Lacy, Eddie","16.9","$8,500"
"61","Ingram, Mark","16.2","$7,800"
"62","Reece, Marcel","16.1","$5,000"
"63","Sproles, Darren","16.1","$5,800"
"64","Murray, DeMarco","16","$8,500"
"65","Lynch, Marshawn","14.9","$8,600"
"66","Cunningham, Benny","14.2","$5,100"
"67","Lewis, Dion","14","$4,500"
"68","Williams, DeAngelo","13.7","$7,600"
"69","Randle, Joseph","12.2","$6,900"
"70","Ellington, Andre","12.1","$7,900"
"71","Morris, Alfred","12.1","$7,400"
"72","Johnson, David","12","$5,300"
"73","Bernard, Giovani","11.8","$7,200"
"74","Williams, Karlos","11.5","$4,500"
"75","Murray, Latavius","11.5","$7,400"
"76","Jennings, Rashad","11.2","$6,600"
"77","Dunbar, Lance","11","$5,000"
"78","Riddick, Theo","10.7","$4,700"
"79","Mathews, Ryan","10.3","$5,900"
"80","McCoy, LeSean","10.2","$8,400"
"81","Stewart, Jonathan","10.1","$7,100"
"82","Robinson, Khiry","9.5","$5,000"
"83","Powell, Bilal","8.8","$5,200"
"84","Yeldon, T.J.","8.2","$7,000"
"85","Vereen, Shane","8","$6,500"
"86","Coleman, Tevin","8","$6,700"
"87","Miller, Lamar","8","$7,300"
"88","Forsett, Justin","7.6","$7,800"
"89","Anderson, C.J.","6.8","$8,400"
"90","Johnson, Will","6.7","$4,500"
"91","Peterson, Adrian","6.7","$9,200"
"92","Gordon, Melvin","6.2","$7,100"
"93","Freeman, Devonta","6.2","$6,500"
"94","Dixon, Anthony","6.1","$4,600"
"95","Martin, Doug","5.9","$6,900"
"96","Robinson, Denard","5.5","$5,800"
