"","Player","Points","FD_Salary"
"11","Newton, Cam","41.6","$9,400"
"12","Cousins, Kirk","35.86","$7,100"
"13","Bridgewater, Teddy","32.94","$6,000"
"14","Osweiler, Brock","30.74","$6,700"
"15","Taylor, Tyrod","27.3","$7,500"
"16","Brees, Drew","26.74","$8,000"
"17","Wilson, Russell","26.56","$8,800"
"18","Bortles, Blake","25.28","$7,900"
"19","Manning, Eli","25.2","$7,200"
"20","Roethlisberger, Ben","24.9","$8,000"
"21","Rivers, Philip","22.44","$7,400"
"22","Stafford, Matthew","22.06","$7,800"
"23","Carr, Derek","21.24","$7,200"
"24","Clausen, Jimmy","20.24","$6,000"
"25","Winston, Jameis","20.02","$7,400"
"26","Bradford, Sam","18.84","$6,300"
"27","Brady, Tom","18.68","$9,500"
"28","Keenum, Case","17.06","$6,000"
"29","Fitzpatrick, Ryan","16.26","$7,800"
"30","Mettenberger, Zach","16.18","$6,000"
"31","Tannehill, Ryan","15.04","$6,900"
"32","Palmer, Carson","14.96","$8,700"
"33","Cutler, Jay","14.34","$6,700"
"34","Gabbert, Blaine","13.8","$6,300"
"35","Ryan, Matt","12.84","$7,200"
"36","Smith, Alex","12.54","$7,000"
"37","McCarron, A.J.","11.88","$6,000"
"38","Manziel, Johnny","11.14","$6,200"
"39","Rodgers, Aaron","11.06","$9,000"
"40","Hasselbeck, Matt","8.98","$6,400"
"41","Weeden, Brandon","8.8","$5,000"
"42","Moore, Kellen","7.32","$4,800"
"43","Yates, T.J.","2.42","$6,000"
"44","Manuel, E.J.","0.6","$5,000"
"45","Whitehurst, Charlie","0.52","$6,000"
"46","Cassel, Matt","0.48","$6,000"
"47","Sanchez, Mark","0","$5,800"
"48","Webb, Joe","0","$5,000"
"51","Jackson, Tarvaris","-0.1","$5,000"
"52","Clemens, Kellen","-0.1","$5,200"
"53","Daniel, Chase","-0.2","$5,000"
"54","Stanton, Drew","-0.2","$5,000"
"55","Mariota, Marcus","-0.72","$7,300"
"58","Johnson, David","42.9","$6,500"
"59","Woodhead, Danny","33","$5,300"
"60","Freeman, Devonta","19.6","$8,400"
"61","Forte, Matt","19.4","$7,900"
"62","Powell, Bilal","17.4","$5,300"
"63","Vereen, Shane","17.2","$5,000"
"64","White, James","17.2","$6,400"
"65","Bell, Joique","17.1","$5,300"
"66","McKinnon, Jerick","16.6","$4,500"
"67","West, Charcandrick","15.5","$5,900"
"69","Jennings, Rashad","15.2","$4,700"
"70","Gurley, Todd","14.9","$8,900"
"71","Williams, DeAngelo","14.1","$7,000"
"72","Abdullah, Ameer","13.9","$5,300"
"73","Hill, Jeremy","13.1","$6,000"
"74","McFadden, Darren","12.3","$6,800"
"75","Robinson, Denard","11.4","$6,300"
"76","Brown, Donald","11.4","$4,500"
"77","Juszczyk, Kyle","11.1","$4,500"
"78","Johnson, Duke","11","$5,500"
"79","Ajayi, Jay","10.7","$4,600"
"80","Artis-Payne, Cameron","10.3","$4,500"
"81","Martin, Doug","10.2","$8,200"
"82","Hightower, Tim","10","$6,300"
"83","Andrews, Antonio","9.5","$5,400"
"84","Sims, Charles","8.7","$4,900"
"85","Blue, Alfred","8.7","$4,800"
"86","Murray, Latavius","8.5","$5,900"
"87","Michael, Christine","8.4","$4,800"
"88","Morris, Alfred","8.4","$5,600"
"89","Gaskins, Kendall","8.2","$4,700"
"91","Miller, Bruce","7.8","$4,500"
"92","Kuhn, John","7.2","$4,500"
"94","Bernard, Giovani","7.1","$5,600"
"95","Bolden, Brandon","6.4","$5,500"
"96","Gore, Frank","6.4","$6,100"
"97","Peterson, Adrian","6.3","$8,600"
"98","Langford, Jeremy","6.2","$5,300"
"99","West, Terrance","5.6","$5,000"
"100","Cadet, Travaris","5.6","$4,500"
"101","Reece, Marcel","5.2","$4,700"
"102","Gordon, Melvin","5.2","$5,200"
"104","Williams, Kerwynn","5.1","$5,000"
"105","Ivory, Chris","4.7","$7,200"
"106","Draughn, Shaun","4.7","$6,100"
"107","Mathews, Ryan","4.6","$5,400"
"108","Crowell, Isaiah","4.5","$5,700"
"111","McCoy, LeSean","4.2","$7,900"
"112","Williams, Karlos","4.1","$4,900"
"113","Jones, Matt","4.1","$5,200"
"114","Starks, James","4.1","$5,800"
"115","Riddick, Theo","4","$5,400"
"116","Sproles, Darren","4","$5,600"
"117","Asiata, Matt","3.9","$4,500"
"118","Sankey, Bishop","3.8","$4,500"
"119","Miller, Lamar","3.4","$6,700"
"120","Carey, Ka'Deem","2.8","$4,600"
"121","Spiller, C.J.","2.8","$5,100"
"122","Hillman, Ronnie","2.8","$6,400"
"123","Jackson, Fred","2.7","$5,300"
"124","Whittaker, Fozzy","2.6","$4,800"
"125","Anderson, C.J.","2.5","$5,900"
"126","Coleman, Tevin","2.3","$5,000"
"127","Lacy, Eddie","2.3","$6,900"
"128","Williams, Damien","2.2","$4,600"
"129","Williams, Andre","2.1","$4,500"
"130","Hewitt, Ryan","1.4","$4,500"
"131","Dixon, Anthony","1.4","$4,500"
"132","Davis, Knile","1.4","$4,500"
"133","Mason, Tre","1.3","$4,500"
"136","Herron, Dan","1.1","$4,500"
"137","Young, Darrel","1.1","$4,500"
"138","Taylor, Stepfan","1.1","$4,500"
"140","Tolbert, Mike","1","$4,600"
"141","Coleman, Derrick","1","$4,500"
"142","Cobb, David","0.9","$4,500"
"143","Cunningham, Benny","0.8","$4,500"
"144","Polk, Chris","0.6","$5,300"
"145","Ridley, Stevan","0.6","$4,500"
"147","Murray, DeMarco","0.3","$5,700"
"150","Grimes, Jonathan","0.1","$5,000"
"151","Turbin, Robert","0.1","$5,100"
"152","Mostert, Raheem","0","$4,500"
"153","Burkhead, Rex","0","$4,500"
"154","Darkwa, Orleans","0","$4,500"
"155","Barner, Kenjon","0","$4,600"
"156","Bohanon, Tommy","0","$4,500"
"157","Ware, Spencer","0","$5,900"
"158","Rainey, Bobby","0","$4,500"
"159","Felton, Jerome","0","$4,500"
"160","Thompson, Juwan","0","$4,600"
"161","Jones, Taiwan","0","$4,500"
"162","Smith, Rod","0","$4,500"
"163","DiMarco, Patrick","0","$4,500"
"164","Olawale, Jamize","0","$4,500"
"165","McCluster, Dexter","0","$4,500"
"166","Allen, Javorius","-0.2","$6,600"
"169","Brown, Antonio","38.9","$8,800"
"170","Sanders, Emmanuel","31.5","$7,100"
"171","Cooper, Amari","27","$6,900"
"172","Matthews, Jordan","25.9","$6,100"
"173","Watkins, Sammy","25.6","$7,200"
"174","Jackson, DeSean","24.3","$6,400"
"175","Ginn Jr., Ted","23.5","$6,600"
"176","Cooks, Brandin","23.4","$7,000"
"177","Aiken, Kamar","22.8","$6,300"
"178","Jones, Julio","22.3","$8,600"
"179","Austin, Tavon","20.8","$5,900"
"180","Thomas, Demaryius","20.6","$7,700"
"181","Evans, Mike","20.2","$7,900"
"182","Tate, Golden","19.5","$6,900"
"183","Diggs, Stefon","19","$5,700"
"184","Baldwin, Doug","18.5","$7,400"
"185","Jones, James","17.2","$5,300"
"186","Beckham Jr., Odell","16.6","$9,100"
"187","Boldin, Anquan","15.4","$5,700"
"188","Wheaton, Markus","15.2","$5,900"
"189","Maclin, Jeremy","14.5","$6,700"
"190","Decker, Eric","14.5","$7,500"
"191","Kearse, Jermaine","14.5","$5,500"
"192","Green-Beckham, Dorial","14.3","$5,400"
"193","Britt, Kenny","14.1","$5,000"
"194","Lockett, Tyler","14","$6,000"
"195","Bryant, Martavis","13.7","$7,100"
"196","Moncrief, Donte","13.6","$6,100"
"197","Hopkins, DeAndre","13.4","$8,700"
"198","Robinson, Allen","13.2","$8,100"
"199","Bryant, Dez","13","$6,900"
"200","Randle, Rueben","12.7","$5,600"
"201","Brown, Corey","12.6","$4,900"
"202","Snead, Willie","12.6","$6,000"
"203","Brown, John","11.3","$6,300"
"204","Colston, Marques","10.9","$5,700"
"205","Jones, Marvin","10.9","$6,100"
"206","Garcon, Pierre","10.9","$5,600"
"207","LaFell, Brandon","10.8","$6,300"
"208","Parker, DeVante","10.7","$5,900"
"209","Crabtree, Michael","10","$6,700"
"210","Funchess, Devin","10","$5,400"
"211","Floyd, Michael","9.5","$6,100"
"212","Landry, Jarvis","9.4","$7,100"
"213","Marshall, Brandon","9.4","$8,500"
"214","Strong, Jaelen","9.3","$4,600"
"215","Inman, Dontrelle","9.3","$5,000"
"216","Humphries, Adam","9","$4,800"
"217","Cobb, Randall","8.3","$7,200"
"218","Jeffery, Alshon","7.5","$7,900"
"219","Butler, Jeremy","7.5","$5,400"
"220","Huff, Josh","7.2","$4,800"
"221","Enunwa, Quincy","6.9","$4,700"
"222","Cotchery, Jerricho","6.7","$5,300"
"223","Woods, Robert","6.4","$5,100"
"224","White, Roddy","6.2","$5,400"
"225","Herndon, Javontee","6","$4,500"
"226","Thompkins, Kenbrell","6","$4,500"
"227","Fitzgerald, Larry","5.8","$7,200"
"228","Adams, Davante","5.7","$6,000"
"229","Royal, Eddie","5.6","$4,700"
"230","Lee, Marqise","5.6","$4,700"
"231","Wilson, Albert","5.5","$5,300"
"232","Hurns, Allen","5.4","$7,000"
"233","Beasley, Cole","5.2","$5,000"
"234","Patton, Quinton","5.2","$4,500"
"235","Wallace, Mike","5.2","$4,700"
"236","Hardy, Justin","5.1","$4,500"
"237","Benjamin, Travis","5","$5,600"
"238","Dye, Donteea","4.9","$4,500"
"239","Abbrederis, Jared","4.8","$4,500"
"240","Wright, Jarius","4.7","$4,600"
"241","Johnson, Andre","4.7","$5,200"
"242","Mariani, Marc","4.6","$4,800"
"243","Hilton, T.Y.","4.4","$7,000"
"244","Smith, Torrey","4.3","$5,800"
"245","Green, A.J.","4.2","$8,700"
"246","Martin, Keshawn","4.1","$5,400"
"247","Norwood, Jordan","3.9","$4,500"
"248","Washington, Nate","3.3","$5,200"
"249","Cooper, Riley","3.2","$4,900"
"251","Floyd, Malcom","3.2","$5,600"
"252","Whitehead, Lucky","3.2","$4,500"
"253","Bowe, Dwayne","3.2","$4,500"
"254","Gabriel, Taylor","2.8","$4,800"
"255","Stills, Kenny","2.8","$5,000"
"256","Holmes, Andre","2.7","$4,900"
"257","Moore, Marlon","2.5","$4,500"
"258","Douglas, Harry","2.5","$5,500"
