"","Player","Points","FD_Salary"
"11","Cousins, Kirk","32.2","$7,500"
"12","Bortles, Blake","31.22","$8,200"
"13","Brees, Drew","28.18","$8,200"
"14","Fitzpatrick, Ryan","23.14","$7,700"
"15","Stafford, Matthew","21.14","$7,600"
"16","Weeden, Brandon","21.1","$6,300"
"17","Wilson, Russell","20.46","$8,800"
"18","Winston, Jameis","19.8","$7,300"
"19","Palmer, Carson","17.6","$8,700"
"20","Bradford, Sam","17.6","$6,300"
"21","Smith, Alex","17.4","$6,800"
"22","Osweiler, Brock","16.46","$6,800"
"23","Carr, Derek","16.16","$7,400"
"24","Gabbert, Blaine","15.9","$6,100"
"25","Manziel, Johnny","15.24","$6,000"
"26","Rivers, Philip","15.08","$7,600"
"27","Tannehill, Ryan","14.96","$6,900"
"29","Ryan, Matt","14.34","$6,800"
"30","Newton, Cam","14.28","$9,300"
"31","Taylor, Tyrod","12.86","$7,700"
"32","Cutler, Jay","12.34","$6,900"
"33","Brady, Tom","12.14","$8,800"
"34","McCarron, A.J.","12.1","$6,000"
"35","Bridgewater, Teddy","11.92","$6,600"
"36","Mettenberger, Zach","10.36","$6,000"
"37","Manning, Eli","10.36","$7,400"
"38","Rodgers, Aaron","8.94","$8,500"
"39","Keenum, Case","8.52","$6,000"
"40","Nassib, Ryan","6.72","$5,000"
"41","Moore, Kellen","6.34","$6,000"
"42","Roethlisberger, Ben","5.8","$8,900"
"43","Hasselbeck, Matt","3.96","$6,000"
"44","Whitehurst, Charlie","3.02","$6,000"
"45","Tolzien, Scott","0.16","$5,000"
"46","Webb, Joe","0","$5,000"
"47","Stanton, Drew","-0.04","$5,000"
"48","Hill, Shaun","-0.4","$5,000"
"51","Hightower, Tim","30.4","$6,300"
"52","Williams, DeAngelo","30.3","$7,400"
"53","McKinnon, Jerick","22.7","$5,400"
"54","Gore, Frank","22.5","$6,000"
"55","Murray, Latavius","20.2","$6,100"
"56","Johnson, David","20.2","$7,300"
"57","Allen, Javorius","19.9","$5,800"
"58","Sims, Charles","19.2","$5,000"
"59","Peterson, Adrian","18.4","$8,200"
"60","Gillislee, Mike","17.9","$5,300"
"61","Freeman, Devonta","16.5","$8,500"
"62","Gurley, Todd","15.7","$8,300"
"63","Lacy, Eddie","15.3","$6,300"
"64","Miller, Lamar","15.2","$6,500"
"65","Cadet, Travaris","15","$4,500"
"66","Crowell, Isaiah","14.8","$5,600"
"67","Woodhead, Danny","14.8","$5,900"
"68","Williams, Karlos","14.7","$5,400"
"69","Jennings, Rashad","14.6","$5,700"
"70","Carey, Ka'Deem","14.2","$4,600"
"71","Murray, DeMarco","12.6","$5,700"
"72","Anderson, C.J.","12.6","$5,500"
"73","Brown, Donald","12.5","$4,900"
"74","Thomas, Pierre","12.4","$4,500"
"75","Riddick, Theo","11.8","$5,400"
"76","White, James","11.7","$6,600"
"77","Powell, Bilal","11.5","$5,900"
"78","McFadden, Darren","10.3","$7,000"
"79","Sproles, Darren","10","$5,600"
"80","Robinson, Denard","9.6","$6,400"
"81","Forte, Matt","9.2","$8,100"
"82","Bell, Joique","9.2","$5,300"
