"","Player","Points","FD_Salary"
"11","Newton, Cam","37.14","$9,000"
"12","Mariota, Marcus","36.92","$7,100"
"13","Brady, Tom","34.28","$9,400"
"14","Wilson, Russell","34.06","$7,800"
"15","Roethlisberger, Ben","33.86","$8,100"
"16","Bortles, Blake","32.78","$7,400"
"17","Taylor, Tyrod","29.24","$7,400"
"18","Rodgers, Aaron","26.62","$8,700"
"19","Fitzpatrick, Ryan","25.8","$7,500"
"20","Gabbert, Blaine","25.34","$6,300"
"21","Smith, Alex","24.78","$6,600"
"22","Hoyer, Brian","24.22","$7,000"
"23","Dalton, Andy","23.9","$8,000"
"24","Brees, Drew","23.48","$7,700"
"25","Palmer, Carson","22.24","$7,900"
"26","Winston, Jameis","19.58","$7,200"
"27","Stafford, Matthew","17","$7,500"
"28","Carr, Derek","16.32","$7,700"
"29","Manning, Eli","15.08","$7,600"
"30","Schaub, Matt","14.32","$6,200"
"31","Ryan, Matt","14.16","$7,400"
"32","Cousins, Kirk","13.36","$6,600"
"33","Bradford, Sam","12.7","$6,400"
"34","Osweiler, Brock","9.74","$6,900"
"35","Cassel, Matt","8.58","$6,200"
"36","Tannehill, Ryan","8.54","$7,300"
"37","Cutler, Jay","8.08","$7,000"
"38","Rivers, Philip","7.08","$7,600"
"39","Hasselbeck, Matt","6.86","$6,500"
"40","Davis, Austin","6.6","$5,400"
"41","Foles, Nick","4.64","$5,900"
"42","Bridgewater, Teddy","3.92","$6,100"
"43","Whitehurst, Charlie","2.04","$5,000"
"44","McCarron, A.J.","0.76","$5,100"
"45","Webb, Joe","0","$5,000"
"46","Stanton, Drew","-0.06","$5,200"
"47","Jones, Landry","-0.1","$6,000"
"48","Jackson, Tarvaris","-0.2","$5,000"
"51","Allen, Javorius","29","$6,800"
"52","White, James","22.9","$5,200"
"53","Yeldon, T.J.","21.6","$6,100"
"54","Forte, Matt","20.8","$7,600"
"55","Powell, Bilal","20.8","$5,100"
"56","Johnson, David","19","$5,900"
"57","Sproles, Darren","18","$4,900"
"58","Ingram, Mark","17.9","$7,200"
"59","Rawls, Thomas","17.8","$7,000"
"60","Murray, Latavius","17.7","$6,400"
"61","Draughn, Shaun","17.1","$5,900"
"62","Williams, DeAngelo","17","$7,200"
"63","Gore, Frank","16.9","$6,200"
"64","Stewart, Jonathan","16.8","$7,200"
"65","Hill, Jeremy","15.8","$6,600"
"66","Freeman, Devonta","15.3","$9,000"
"67","Martin, Doug","14.5","$7,600"
"68","Polk, Chris","13.7","$4,800"
"69","Andrews, Antonio","13.3","$5,600"
"70","Tolbert, Mike","12.1","$4,900"
"72","McCoy, LeSean","11.2","$7,800"
"73","Miller, Lamar","10.3","$6,700"
"74","Ware, Spencer","9.5","$6,500"
"75","Jackson, Fred","8.8","$4,800"
"76","Sims, Charles","8.7","$5,200"
"77","Starks, James","8.5","$5,700"
"78","McFadden, Darren","8.4","$7,300"
"79","Langford, Jeremy","7.8","$6,400"
"80","Carey, Ka'Deem","7.7","$4,700"
"81","Ivory, Chris","7.4","$7,100"
"82","Grimes, Jonathan","7.3","$4,900"
"83","Crowell, Isaiah","6.9","$5,400"
"84","Abdullah, Ameer","6.7","$5,700"
