"","Player","Points","FD_Salary"
"11","Smith, Alex","37.64","$7,500"
"12","McCown, Josh","31.14","$7,700"
"13","Bortles, Blake","25.06","$7,400"
"14","Wilson, Russell","24.18","$8,200"
"15","Newton, Cam","20.42","$8,100"
"16","Dalton, Andy","19.26","$6,900"
"17","Roethlisberger, Ben","19","$7,600"
"18","Flacco, Joe","18.66","$6,700"
"19","Winston, Jameis","18.6","$7,300"
"20","Mariota, Marcus","18.3","$7,400"
"21","Wentz, Carson","17.92","$8,000"
"22","Rivers, Philip","17.56","$8,000"
"23","Savage, Tom","17.5","$6,000"
"24","Keenum, Case","16.98","$7,600"
"25","Goff, Jared","16","$7,900"
"26","Cutler, Jay","15.5","$6,400"
"27","Carr, Derek","15.38","$7,600"
"28","Prescott, Dak","14.88","$7,500"
"29","Cousins, Kirk","14.64","$8,300"
"30","Brees, Drew","14.46","$8,100"
"31","Kizer, DeShone","14.2","$6,300"
"32","Stafford, Matthew","12.88","$7,700"
"33","Brissett, Jacoby","12.56","$6,500"
"34","Gabbert, Blaine","12.04","$6,400"
"35","Garoppolo, Jimmy","11.52","$6,300"
"36","Trubisky, Mitchell","9.98","$6,500"
"37","Smith, Geno","9.78","$6,000"
"38","Brady, Tom","9.32","$9,300"
"39","Hundley, Brett","8.96","$6,400"
"40","Ryan, Matt","7.02","$7,500"
"41","Siemian, Trevor","6.6","$6,200"
"42","Taylor, Tyrod","4.8","$7,300"
"43","Peterman, Nathan","2.9","$6,000"
"44","Webb, Joe","2.7","$6,000"
"45","Clemens, Kellen","0","$6,000"
"46","McCoy, Colt","0","$6,000"
"47","Kessler, Cody","0","$6,000"
"48","Rudock, Jake","-0.04","$6,000"
"49","Hoyer, Brian","-0.2","$6,000"
"52","Kamara, Alvin","27.1","$8,500"
"53","Bell, Le'Veon","26.7","$9,400"
"54","Burkhead, Rex","23.8","$5,900"
"55","Collins, Alex","22.8","$5,900"
"56","Drake, Kenyan","21.6","$5,800"
"57","Ingram, Mark","21.2","$8,000"
"58","Williams, Jamaal","19.3","$5,700"
"59","Lynch, Marshawn","19.1","$6,200"
"60","Gurley, Todd","18.8","$8,800"
"61","Morris, Alfred","18.7","$5,900"
"62","Henry, Derrick","16.9","$5,400"
"63","Forte, Matt","16.6","$5,600"
"64","Barber, Peyton","16.3","$5,600"
"65","Fournette, Leonard","15.4","$8,700"
"66","Riddick, Theo","14.7","$5,200"
"67","McKinnon, Jerick","13.7","$6,100"
"68","McCaffrey, Christian","13.4","$7,300"
"69","Anderson, C.J.","13","$5,700"
"70","Gordon, Melvin","12.6","$7,900"
"71","Cohen, Tarik","12.4","$5,300"
"72","Davis, Mike","12.1","$5,600"
"73","Powell, Bilal","12","$5,800"
"74","Miller, Lamar","11.4","$6,600"
"75","Murray, Latavius","11.2","$6,500"
"76","McCoy, LeSean","11.2","$8,200"
"77","Green, Tion","11.1","$4,500"
"78","Bernard, Giovani","10.6","$5,000"
"79","Stewart, Jonathan","10.5","$5,200"
"80","Williams, Kerwynn","9.7","$5,000"
"81","Darkwa, Orleans","9.6","$6,200"
"82","Lewis, Dion","9.2","$6,300"
"83","Murray, DeMarco","8.9","$6,200"
"84","Smith, Rod","8.7","$5,200"
"85","Freeman, Devonta","8.6","$6,500"
"86","Perine, Samaje","8.4","$6,700"
"87","Hyde, Carlos","8.1","$7,000"
"88","Jones, Aaron","8","$5,600"
"89","McKissic, J.D.","7.9","$4,900"
"90","Hunt, Kareem","7.8","$6,900"
"91","Ellington, Andre","7.7","$5,100"
"92","Washington, DeAndre","7.6","$4,800"
"93","Charles, Jamaal","7.6","$5,000"
"94","White, James","7","$5,000"
"95","Coleman, Tevin","6.4","$6,500"
"96","Penny, Elijhaa","6.4","$4,500"
"97","Marshall, Byron","6.1","$4,500"
"98","Ajayi, Jay","6.1","$6,000"
"99","Sims, Charles","6.1","$4,900"
"100","Gore, Frank","6.1","$5,400"
"101","Mack, Marlon","5.9","$5,200"
"102","Cadet, Travaris","5.6","$4,500"
"103","Breida, Matt","5.4","$5,000"
"104","Clement, Corey","5.2","$5,300"
"105","Ekeler, Austin","5","$5,400"
"106","Crowell, Isaiah","4.9","$5,400"
"107","Mixon, Joe","4.7","$6,400"
"108","McGuire, Elijah","4","$4,700"
"109","Howard, Jordan","3.8","$7,500"
"110","Juszczyk, Kyle","3.8","$4,500"
"111","Foster, D.J.","3.5","$4,900"
"112","Yeldon, T.J.","3.5","$5,000"
"113","Woodhead, Danny","3.3","$5,400"
"114","Olawale, Jamize","3.3","$4,500"
"115","Ferguson, Josh","3.1","$4,500"
"116","Allen, Javorius","3.1","$5,600"
"117","Hunt, Akeem","2.7","$4,500"
"118","Blount, LeGarrette","2.6","$5,700"
"119","Rodgers, Jacquizz","2.5","$4,500"
"120","Vereen, Shane","2.5","$4,900"
"121","Gallman, Wayne","2.4","$5,100"
"122","Perry, Senorise","2.2","$4,500"
"123","Johnson, Duke","2.2","$5,700"
"124","Ivory, Chris","2","$5,000"
"125","Ham, C.J.","1.8","$4,500"
"126","Richard, Jalen","1.4","$4,800"
"127","Blue, Alfred","1.4","$4,500"
"128","Booker, Devontae","1.3","$5,600"
