"","Player","Points","FD_Salary"
"11","Brady, Tom","35.72","$9,400"
"12","Wilson, Russell","33.52","$7,800"
"13","Keenum, Case","28.56","$6,000"
"14","Brissett, Jacoby","27.76","$6,500"
"15","Bortles, Blake","27.56","$7,000"
"16","Hoyer, Brian","27.18","$6,200"
"17","Cousins, Kirk","26.8","$7,600"
"18","Rodgers, Aaron","25.82","$9,300"
"19","Kizer, DeShone","25.08","$6,900"
"20","Manning, Eli","24.64","$7,300"
"21","Goff, Jared","23.58","$6,800"
"22","Prescott, Dak","22.92","$7,800"
"23","Watson, Deshaun","22.14","$7,000"
"24","Palmer, Carson","21.7","$7,300"
"25","Brees, Drew","20.8","$8,400"
"26","Mariota, Marcus","19.7","$7,500"
"27","Winston, Jameis","18.52","$7,400"
"28","Taylor, Tyrod","17.82","$7,200"
"29","Ryan, Matt","16.66","$8,500"
"30","Stafford, Matthew","16.46","$7,900"
"31","Dalton, Andy","16.28","$6,800"
"32","Smith, Alex","15.1","$7,400"
"33","McCown, Josh","14.66","$6,500"
"34","Wentz, Carson","13.24","$7,700"
"35","Cutler, Jay","12.7","$7,400"
"36","Roethlisberger, Ben","12","$8,000"
"37","Newton, Cam","11.28","$8,100"
"38","Siemian, Trevor","9.56","$7,400"
"39","Glennon, Mike","7.44","$6,400"
"40","Carr, Derek","7.22","$8,400"
"41","Rivers, Philip","6.48","$7,500"
"42","Mallett, Ryan","5.44","$6,000"
"43","Anderson, Derek","0.68","$6,000"
"44","Webb, Joe","0","$6,000"
"45","Henne, Chad","-0.3","$6,000"
"46","Flacco, Joe","-0.88","$7,100"
"49","Gurley, Todd","35.4","$7,900"
"50","Howard, Jordan","28.9","$6,800"
"51","Thompson, Chris","27.8","$5,600"
"52","Cook, Dalvin","25.4","$6,500"
"53","Hunt, Kareem","24.8","$8,300"
"54","Hyde, Carlos","22.9","$6,600"
"55","Freeman, Devonta","21.3","$8,200"
"56","Johnson, Duke","19.4","$5,700"
"57","Bell, Le'Veon","18.8","$8,700"
"58","Murray, DeMarco","18.5","$6,500"
"59","Elliott, Ezekiel","16.9","$8,800"
"60","McCaffrey, Christian","16.2","$6,800"
"61","Fournette, Leonard","15.5","$7,400"
"62","Gordon, Melvin","13.9","$7,600"
"63","Blount, LeGarrette","12.7","$5,500"
"64","Carson, Chris","12.2","$6,000"
"65","Gore, Frank","12.2","$6,300"
"66","Charles, Jamaal","12.2","$5,100"
"67","Cohen, Tarik","12.2","$5,600"
