"","Player","Points","FD_Salary"
"11","Goff, Jared","28.44","$7,600"
"12","Taylor, Tyrod","26.9","$7,500"
"13","Prescott, Dak","26.66","$8,200"
"14","Wilson, Russell","25.58","$8,500"
"15","Wentz, Carson","24.76","$8,000"
"16","Cutler, Jay","24.44","$6,700"
"17","Stafford, Matthew","22.44","$7,900"
"18","Newton, Cam","20.08","$7,600"
"19","Brissett, Jacoby","19.52","$6,500"
"20","Smith, Alex","19.42","$7,900"
"21","Ryan, Matt","19.42","$7,600"
"22","Brees, Drew","18.72","$8,300"
"23","Beathard, C.J.","18.36","$6,200"
"24","Hundley, Brett","18","$6,300"
"25","Flacco, Joe","17.14","$6,800"
"26","McCown, Josh","16.9","$7,100"
"27","Bortles, Blake","16.36","$7,200"
"28","Mariota, Marcus","16.32","$7,800"
"29","Stanton, Drew","15.24","$6,400"
"30","Carr, Derek","14.7","$7,800"
"31","Manning, Eli","13.8","$6,500"
"32","Savage, Tom","10.76","$6,000"
"33","Osweiler, Brock","10.32","$6,000"
"34","Fitzpatrick, Ryan","9.72","$6,000"
"35","Cousins, Kirk","8.28","$7,500"
"36","Dalton, Andy","5.34","$7,300"
"37","Winston, Jameis","3.48","$7,700"
"38","Webb, Joe","0","$6,000"
"39","Mannion, Sean","-0.1","$6,000"
"40","Smith, Geno","-0.1","$6,000"
"41","Foles, Nick","-0.7","$6,000"
"44","Kamara, Alvin","28.2","$6,600"
"45","Clement, Corey","25.1","$4,500"
"46","Forte, Matt","23.6","$5,200"
"47","Gurley, Todd","23.4","$9,100"
"48","Lynch, Marshawn","19.3","$5,600"
"49","McCaffrey, Christian","17.9","$6,100"
"50","Hyde, Carlos","17","$6,500"
"51","Allen, Javorius","16","$5,700"
"52","Peterson, Adrian","15.7","$6,800"
"53","Elliott, Ezekiel","15.3","$8,900"
"54","Williams, Damien","15.1","$4,500"
"55","Kelley, Rob","13.8","$5,800"
"56","Ajayi, Jay","13.7","$6,800"
"57","Drake, Kenyan","13.4","$4,500"
"58","Mixon, Joe","12.1","$6,300"
"59","Ivory, Chris","11.9","$5,200"
"60","Miller, Lamar","10.6","$7,500"
"61","Henry, Derrick","10.6","$5,200"
"62","Abdullah, Ameer","10.2","$6,200"
"63","Williams, Jamaal","10.2","$4,800"
"64","Riddick, Theo","9.3","$5,200"
"65","Gore, Frank","9.2","$5,300"
"66","Coleman, Tevin","8.9","$5,700"
"67","Darkwa, Orleans","8.9","$5,400"
"68","Ingram, Mark","8.4","$7,900"
"69","Freeman, Devonta","8.4","$7,100"
"70","Hunt, Kareem","8.1","$9,000"
"71","Rawls, Thomas","8","$5,300"
"72","Powell, Bilal","7.4","$6,200"
"73","Barber, Peyton","6.4","$4,500"
"74","West, Charcandrick","5.8","$4,900"
"75","Brown, Malcolm","5.7","$4,500"
"76","Montgomery, Ty","5.6","$5,700"
"77","Thompson, Chris","5.1","$6,700"
"78","Murray, DeMarco","5.1","$6,400"
"79","Collins, Alex","5.1","$5,900"
"80","McGuire, Elijah","4.4","$4,900"
"81","Charles, Jamaal","4.4","$5,100"
"82","Yeldon, T.J.","4.2","$4,800"
"83","Booker, Devontae","4","$4,900"
"84","Lacy, Eddie","3.9","$5,300"
