"","Player","Points","FD_Salary"
"11","Watson, Deshaun","34.72","$7,300"
"12","Newton, Cam","34.04","$7,300"
"13","Wilson, Russell","29.6","$7,900"
"14","Dalton, Andy","28.34","$7,100"
"15","Manning, Eli","27.72","$7,000"
"16","Smith, Alex","27.32","$7,600"
"17","Winston, Jameis","26.48","$7,300"
"18","Prescott, Dak","23.58","$7,600"
"19","Rodgers, Aaron","23.06","$9,100"
"20","Cousins, Kirk","20.6","$7,500"
"21","Brady, Tom","20.48","$9,500"
"22","Rivers, Philip","19.88","$7,400"
"23","Brees, Drew","19.02","$8,500"
"24","Goff, Jared","18.1","$7,200"
"25","Mariota, Marcus","17.74","$7,700"
"26","Palmer, Carson","17.38","$7,400"
"27","Wentz, Carson","15.08","$7,600"
"28","Taylor, Tyrod","12.48","$7,100"
"29","Bortles, Blake","12.4","$7,700"
"30","Roethlisberger, Ben","11.54","$7,800"
"31","Flacco, Joe","11.4","$6,900"
"32","Siemian, Trevor","11.26","$7,500"
"33","Brissett, Jacoby","10.58","$6,700"
"34","Ryan, Matt","10.48","$8,000"
"35","Stafford, Matthew","10.06","$7,700"
"36","Carr, Derek","9.72","$7,900"
"37","Keenum, Case","8.76","$6,800"
"38","Hoyer, Brian","8.66","$6,400"
"39","Glennon, Mike","6.72","$6,300"
"40","Cutler, Jay","6.06","$7,300"
"41","McCown, Josh","5.96","$6,500"
"42","Kizer, DeShone","4.72","$6,600"
"43","Manuel, E.J.","3.24","$6,000"
"44","Hogan, Kevin","2.6","$6,000"
"45","McCarron, A.J.","0","$6,000"
"46","Savage, Tom","0","$6,000"
"47","Hundley, Brett","0","$6,000"
"48","Webb, Joe","0","$6,000"
"49","Cassel, Matt","-3.16","$6,000"
"52","Bell, Le'Veon","32.6","$8,600"
"53","Gurley, Todd","31","$8,000"
"54","Elliott, Ezekiel","27.9","$8,500"
"55","Miller, Lamar","27.1","$6,000"
"56","Powell, Bilal","27","$6,100"
"57","Fournette, Leonard","22.5","$7,700"
"58","Kamara, Alvin","20.6","$5,300"
"59","McGuire, Elijah","20.1","$4,500"
"60","McKissic, J.D.","19","$4,500"
"61","Abdullah, Ameer","18.4","$6,300"
"62","Johnson, Duke","16.5","$5,900"
"63","Coleman, Tevin","16.4","$5,400"
"64","Blount, LeGarrette","16.1","$6,100"
"65","Smallwood, Wendell","15.9","$5,300"
"66","Bernard, Giovani","15.4","$5,400"
"67","Ellington, Andre","14.9","$4,800"
"68","Freeman, Devonta","14.8","$8,500"
"69","Hunt, Kareem","14.1","$8,900"
"70","Howard, Jordan","13.3","$7,300"
"71","Anderson, C.J.","13.2","$6,900"
"72","Ekeler, Austin","12.8","$4,500"
"73","McCoy, LeSean","12.3","$8,300"
"74","Hyde, Carlos","12","$6,800"
"75","Gallman, Wayne","12","$4,500"
"76","Cook, Dalvin","11.9","$7,500"
"77","Rodgers, Jacquizz","11.8","$5,300"
"78","Jones, Aaron","10.9","$4,500"
"79","Whittaker, Fozzy","10.9","$4,500"
"80","White, James","10.4","$5,500"
"81","Gore, Frank","9.5","$5,900"
"82","Lewis, Dion","9.2","$4,800"
"83","Ingram, Mark","8.2","$6,000"
"84","Carson, Chris","8.1","$6,600"
"85","Johnson, Chris","7.8","$5,900"
"86","Morris, Alfred","7.6","$4,500"
"87","Allen, Javorius","7.4","$5,500"
"88","McCaffrey, Christian","6.9","$6,400"
"89","Mixon, Joe","6.8","$5,600"
"90","Cohen, Tarik","6.8","$6,000"
"91","Turbin, Robert","6.8","$4,500"
"92","Collins, Alex","6.2","$5,200"
"93","West, Charcandrick","6","$5,200"
"94","Ajayi, Jay","5.9","$7,800"
"95","Lacy, Eddie","5.2","$4,600"
"96","Charles, Jamaal","5.2","$5,800"
"97","Ivory, Chris","4.9","$4,800"
"98","Gillislee, Mike","4.9","$6,000"
"99","Stewart, Jonathan","4.8","$5,800"
"100","Murray, DeMarco","4.5","$6,500"
"101","Foreman, D'Onta","4.5","$4,900"
"102","Murray, Latavius","3.9","$4,900"
"103","Juszczyk, Kyle","3.8","$4,500"
"104","Gordon, Melvin","3.4","$7,500"
"105","Crowell, Isaiah","3.2","$6,400"
"106","Richard, Jalen","3.2","$5,100"
"107","Tolbert, Mike","3.1","$4,800"
"108","Hill, Jeremy","3.1","$5,200"
"109","Vereen, Shane","3","$4,700"
"110","Clement, Corey","3","$4,500"
"111","Montgomery, Ty","2.8","$7,400"
"112","Perine, Samaje","2.7","$5,500"
"113","Sims, Charles","2.6","$5,300"
"114","Cunningham, Benny","2.6","$4,700"
"115","Conner, James","2.6","$4,900"
"116","Breida, Matt","2.5","$5,000"
"117","Olawale, Jamize","2.5","$4,500"
"118","Develin, James","2.4","$4,500"
"119","Bohanon, Tommy","2.4","$4,500"
"120","Perkins, Paul","2.4","$5,100"
"121","Kelley, Rob","2.3","$5,500"
"122","Drake, Kenyan","2.1","$4,500"
"123","Brown, Malcolm","1.9","$4,500"
"124","Williams, Jamaal","1.8","$5,400"
"125","Riddick, Theo","1.7","$5,400"
"126","Coleman, Derrick","1.6","$4,500"
"127","Ripkowski, Aaron","1.5","$4,500"
"128","Booker, Devontae","1.4","$4,600"
"129","Williams, Kerwynn","1.4","$5,900"
"130","Thompson, Chris","1.2","$5,800"
"131","Lynch, Marshawn","1.2","$6,500"
"132","Blue, Alfred","1.2","$4,500"
"133","Jones, Matt","1.1","$4,500"
"134","Grant, Corey","0.9","$4,500"
"135","Oliver, Branden","0.8","$5,400"
"136","Henry, Derrick","0.7","$6,500"
"137","Washington, DeAndre","0.4","$5,000"
"138","Peterson, Adrian","0.4","$5,300"
"139","Fluellen, David","0.3","$4,500"
"140","Barber, Peyton","0.2","$4,500"
"141","Dayes, Matthew","0.2","$4,500"
"142","Williams, Damien","0.1","$4,500"
"143","Watson, Terrell","0.1","$4,500"
"144","Penny, Elijhaa","0.1","$4,500"
"145","Mostert, Raheem","0","$4,500"
"146","Burton, Michael","0","$4,500"
"147","Ham, C.J.","0","$4,500"
"148","Artis-Payne, Cameron","0","$4,500"
"149","Todman, Jordan","0","$4,500"
"150","Edmunds, Trey","0","$4,500"
"151","Perry, Senorise","0","$4,500"
"152","Sherman, Anthony","0","$4,500"
"153","Bolden, Brandon","0","$4,500"
"154","Zenner, Zach","0","$4,800"
"155","Watt, Derek","0","$4,500"
"156","Smith, Keith","0","$4,500"
"157","Nix, Roosevelt","0","$4,500"
"158","Hunt, Akeem","0","$4,500"
"159","Ervin, Tyler","0","$4,500"
"160","Jones, Taiwan","0","$4,500"
"161","Smith, Rod","0","$4,500"
"162","Janovich, Andy","0","$4,500"
"163","Fowler, Jalston","0","$4,500"
"164","Prosch, Jay","0","$4,500"
"165","Vitale, Dan","0","$4,500"
"166","DiMarco, Patrick","-0.2","$4,500"
"167","West, Terrance","-0.7","$5,900"
"168","McKinnon, Jerick","-2","$4,600"
"171","Funchess, Devin","22.5","$5,400"
"172","Hopkins, DeAndre","21.7","$7,300"
"173","Nelson, Jordy","21.5","$8,400"
"174","Williams, Tyrell","20","$6,200"
"175","Thomas, Michael","18.9","$7,900"
"176","Fuller, Will","17.9","$4,500"
"177","Allen, Keenan","16.3","$7,300"
"178","Evans, Mike","15.2","$7,900"
"179","Green, A.J.","14.8","$8,000"
"180","Hogan, Chris","14.5","$6,900"
"181","Pryor, Terrelle","14.5","$6,800"
"182","Wallace, Mike","14.5","$5,200"
"183","Brown, Jaron","14.5","$4,500"
"184","Kupp, Cooper","14.5","$5,600"
"185","Amendola, Danny","13.2","$5,900"
"186","Wright, Kendall","13.1","$5,400"
"187","Holton, Johnny","12.9","$4,500"
"188","Beckham Jr., Odell","12.5","$9,100"
"189","Benjamin, Kelvin","12.4","$6,300"
"190","Cobb, Randall","12.4","$6,500"
"191","Bryant, Dez","12.3","$7,800"
"192","Diggs, Stefon","12.3","$7,200"
"193","Smith-Schuster, JuJu","12.2","$5,100"
"194","Fitzgerald, Larry","11.2","$6,700"
"195","Lockett, Tyler","11.1","$5,700"
"196","Moncrief, Donte","10.5","$5,300"
"197","Jeffery, Alshon","10.4","$7,100"
"198","Humphries, Adam","10","$4,800"
"199","Parker, DeVante","9.9","$6,500"
"200","Wilson, Albert","8.9","$4,800"
"201","Louis, Ricardo","8.9","$4,500"
"202","Grant, Ryan","8.6","$4,500"
"203","Adams, Davante","8.3","$7,100"
"204","Butler, Brice","8.2","$4,700"
"205","Hardy, Justin","8.2","$4,500"
"206","Richardson, Paul","8","$5,000"
"207","Matthews, Jordan","8","$6,300"
"208","Shepard, Sterling","7.9","$6,100"
"209","Marshall, Brandon","7.6","$6,400"
"210","Anderson, Robby","7.4","$5,600"
"211","Agholor, Nelson","7.3","$5,300"
"212","Taylor, Trent","7.2","$4,500"
"213","Ellington, Bruce","7.2","$4,500"
"214","Landry, Jarvis","7","$6,800"
"215","Baldwin, Doug","7","$7,600"
"216","Roberts, Seth","6.9","$5,000"
"217","Thompson, Deonte","6.9","$4,500"
