"","Player","Points","FD_Salary"
"11","Cousins, Kirk","28.8","$7,800"
"12","Watson, Deshaun","24.3","$7,900"
"13","Newton, Cam","23.66","$8,200"
"14","Fitzpatrick, Ryan","22.6","$6,000"
"15","McCown, Josh","22.26","$6,900"
"16","Palmer, Carson","21.92","$7,100"
"17","Wentz, Carson","21.38","$7,600"
"18","Siemian, Trevor","17.94","$7,500"
"19","Stafford, Matthew","17.88","$8,500"
"20","Brady, Tom","17.18","$9,500"
"21","Mariota, Marcus","15.24","$7,900"
"22","Smith, Alex","15.14","$7,500"
"23","Bortles, Blake","14.54","$7,000"
"24","Rivers, Philip","14.32","$7,200"
"25","Beathard, C.J.","14.2","$6,000"
"26","Keenum, Case","14.06","$6,700"
"27","Brissett, Jacoby","13.98","$6,800"
"28","Brees, Drew","13.54","$8,600"
"29","Cutler, Jay","12.94","$6,400"
"30","Ryan, Matt","12.92","$8,100"
"31","Roethlisberger, Ben","12.88","$7,400"
"32","Hogan, Kevin","10.2","$6,100"
"33","Goff, Jared","9.86","$7,500"
"34","Trubisky, Mitchell","9.72","$6,400"
"35","Manning, Eli","9.12","$6,700"
"36","Carr, Derek","8.84","$7,500"
"37","Hundley, Brett","7.58","$6,000"
"38","Flacco, Joe","7.4","$7,000"
"39","Winston, Jameis","2.44","$7,800"
"40","Hoyer, Brian","1.36","$6,600"
"41","Rodgers, Aaron","0.72","$9,000"
"42","Osweiler, Brock","0.62","$6,000"
"45","Gordon, Melvin","31.5","$8,400"
"46","Ingram, Mark","27.5","$5,900"
"47","Bell, Le'Veon","26.6","$9,000"
"48","Peterson, Adrian","25.4","$5,000"
"49","McKinnon, Jerick","22.4","$5,600"
"50","Hyde, Carlos","22","$6,700"
"51","Henry, Derrick","21","$5,400"
"52","Fournette, Leonard","20.8","$8,600"
"53","Ivory, Chris","18.2","$4,900"
"54","Howard, Jordan","18.1","$6,900"
"55","McCaffrey, Christian","17.4","$6,500"
"56","Murray, DeMarco","16.7","$6,300"
"57","Thompson, Chris","15.8","$6,000"
"58","Martin, Doug","14.9","$6,800"
"59","Hunt, Kareem","13.5","$9,300"
"60","Darkwa, Orleans","13.5","$5,500"
"61","Ajayi, Jay","13","$6,900"
"62","Gurley, Todd","12.5","$8,400"
"63","Perine, Samaje","12.2","$4,900"
"64","Forte, Matt","12.1","$5,600"
"65","Lewis, Dion","11.2","$5,300"
"66","Kamara, Alvin","10.7","$5,800"
"67","Coleman, Tevin","10.1","$5,900"
"68","Booker, Devontae","10","$4,700"
"69","Miller, Lamar","9.6","$6,800"
"70","Freeman, Devonta","8.9","$8,500"
"71","Blount, LeGarrette","8.7","$5,600"
"72","Crowell, Isaiah","8.3","$5,400"
"74","Allen, Javorius","8.1","$5,800"
"75","Cohen, Tarik","7.94","$5,500"
"76","Riddick, Theo","7.8","$4,900"
"77","Gore, Frank","7.7","$5,800"
"78","Collins, Alex","7.4","$5,600"
"79","White, James","6.5","$5,400"
"80","Sims, Charles","6.5","$4,800"
"81","Lynch, Marshawn","6.3","$6,000"
"82","Turbin, Robert","6","$4,500"
"83","Foreman, D'Onta","5.9","$5,600"
"84","Abdullah, Ameer","5.4","$6,400"
"85","Johnson, Duke","5.4","$5,600"
"86","Jones, Aaron","4.7","$6,800"
"87","Breida, Matt","4.6","$5,300"
"89","Murray, Latavius","4.2","$6,100"
"90","Gallman, Wayne","4.2","$5,600"
"91","Richard, Jalen","4.1","$5,000"
"92","Williams, Damien","3.8","$4,500"
"93","Montgomery, Ty","3.6","$7,200"
"94","Charles, Jamaal","2.6","$5,400"
"95","Gillislee, Mike","2.4","$6,200"
"96","Prosch, Jay","2.3","$4,500"
"97","McGuire, Elijah","2.2","$5,700"
"99","Mack, Marlon","1.8","$5,600"
"100","Brown, Mack","1.8","$4,500"
"101","Anderson, C.J.","1.7","$7,000"
"102","Brown, Malcolm","1.7","$4,500"
"103","Mostert, Raheem","1.6","$4,500"
"104","West, Charcandrick","1.4","$5,600"
"105","Williams, Kerwynn","1.4","$5,000"
"106","Conner, James","1.4","$5,000"
"107","Ekeler, Austin","1.4","$4,500"
"108","Burton, Michael","1.3","$4,500"
"109","Rodgers, Jacquizz","1.2","$4,700"
"110","Vitale, Dan","1.2","$4,500"
"111","Washington, DeAndre","0.7","$4,800"
"112","Ripkowski, Aaron","0.5","$4,500"
"113","Vereen, Shane","0.4","$5,000"
"114","Watson, Terrell","0.3","$4,500"
"115","Hunt, Akeem","0.3","$4,500"
"116","Clement, Corey","0.2","$4,500"
"117","Develin, James","0","$4,500"
"118","Ham, C.J.","0","$4,500"
"119","Artis-Payne, Cameron","0","$4,500"
"120","Grant, Corey","0","$4,500"
"121","Ward, Terron","0","$4,500"
"122","Barber, Peyton","0","$4,500"
"123","Dayes, Matthew","0","$4,500"
"124","Penny, Elijhaa","0","$4,500"
"125","Ellington, Andre","0","$5,500"
"126","Edmunds, Trey","0","$4,500"
"127","Williams, Jamaal","0","$5,600"
"128","Cunningham, Benny","0","$4,900"
"129","Perry, Senorise","0","$4,500"
"130","Bohanon, Tommy","0","$4,500"
"131","Sherman, Anthony","0","$4,500"
"132","Bolden, Brandon","0","$4,500"
"133","Drake, Kenyan","0","$4,500"
"134","Zenner, Zach","0","$5,200"
"135","Watt, Derek","0","$4,500"
"136","Blue, Alfred","0","$4,500"
"137","Coleman, Derrick","0","$4,500"
"138","Janovich, Andy","0","$4,500"
"139","Fowler, Jalston","0","$4,500"
"140","Fluellen, David","0","$4,500"
"141","Whittaker, Fozzy","-0.3","$4,500"
"142","Stewart, Jonathan","-0.4","$5,400"
"145","Brown, Antonio","25.5","$9,200"
"146","Fitzgerald, Larry","22.8","$6,600"
"147","Tate, Golden","19.1","$7,600"
"148","Jones, Marvin","18.6","$5,900"
"149","Evans, Mike","17","$8,100"
"150","Thomas, Demaryius","16.3","$6,800"
"151","Landry, Jarvis","16.2","$6,500"
"152","Ginn Jr., Ted","14.9","$5,100"
"153","Benjamin, Kelvin","14.4","$6,500"
"154","Crabtree, Michael","14.2","$7,000"
"155","Thielen, Adam","14.2","$6,500"
"156","Adams, Davante","13.9","$7,200"
"157","Brown, John","13.8","$6,300"
"158","Thomas, De'Anthony","13.6","$4,600"
"159","Robinson, Aldrick","13.6","$4,600"
"160","Agholor, Nelson","13.5","$5,500"
"161","Fuller, Will","13.2","$6,000"
"162","Kerley, Jeremy","13.1","$5,000"
"163","Taylor, Taywan","13.1","$4,500"
"164","Stills, Kenny","12.9","$4,800"
"165","Lee, Marqise","12.5","$5,400"
"166","Patterson, Cordarrelle","12.5","$4,700"
"167","Decker, Eric","12.3","$5,200"
"168","Cooks, Brandin","12.3","$7,900"
"169","Jackson, DeSean","11.3","$6,400"
"171","Jones, Julio","10.2","$8,400"
"172","Sanders, Emmanuel","10.1","$6,700"
"173","Kearse, Jermaine","9.9","$6,100"
"174","Campanaro, Michael","9.9","$4,500"
"175","Anderson, Robby","9.6","$5,600"
"176","Moncrief, Donte","9.2","$5,200"
"177","Jeffery, Alshon","9.1","$6,800"
"178","Nelson, Jordy","9","$8,100"
"179","Hopkins, DeAndre","8.9","$8,000"
"180","Matthews, Rishard","8.9","$5,400"
"181","Humphries, Adam","8.1","$4,900"
"182","Garcon, Pierre","8","$6,800"
"183","Doctson, Josh","7.6","$4,800"
"184","Woods, Robert","7.5","$5,600"
"185","Allen, Keenan","7","$7,200"
"186","Treadwell, Laquon","6.6","$4,500"
"187","Miller, Braxton","6.5","$4,500"
"188","Williams, Kasen","6.1","$4,500"
"189","Cooper, Pharoh","6","$4,500"
"190","Gabriel, Taylor","5.9","$5,800"
"191","Moore, Chris","5.9","$4,600"
"192","Amendola, Danny","5.5","$6,100"
"193","Grant, Ryan","5.4","$4,500"
"194","Cooper, Amari","5.3","$6,400"
"195","Hurns, Allen","5.2","$5,700"
"196","Funchess, Devin","5.1","$6,700"
"197","Roberts, Seth","5","$4,800"
"198","Hill, Tyreek","5","$7,500"
"199","Hardy, Justin","4.9","$4,500"
"200","Hollins, Mack","4.8","$4,500"
"201","Jones, T.J.","4.8","$4,500"
"202","Smith-Schuster, JuJu","4.7","$5,200"
"203","Wright, Kendall","4.6","$5,200"
"204","Wallace, Mike","4.5","$5,300"
"205","Kupp, Cooper","4.5","$5,900"
"206","Cobb, Randall","4.3","$6,200"
"207","Goodwin, Marquise","4.2","$5,100"
"208","Taylor, Jordan","4.1","$4,500"
"209","Crowder, Jamison","4.1","$5,400"
"210","Louis, Ricardo","4","$4,500"
"211","Pryor, Terrelle","3.8","$6,800"
"212","Bryant, Martavis","3.7","$5,500"
"213","Fowler, Bennie","3.6","$4,500"
"214","Brown, Jaron","3.5","$5,600"
"215","Coleman, Brandon","3.3","$5,200"
"216","Ellington, Bruce","3.2","$4,800"
"217","Aiken, Kamar","3.1","$4,500"
"218","Thomas, Michael","2.6","$8,500"
"220","Hogan, Chris","2.4","$7,500"
"221","Hilton, T.Y.","2.4","$7,800"
"222","Williams, Tyrell","2.2","$6,200"
"223","Shepard, Russell","2.2","$4,600"
"224","Robinson, Demarcus","2.1","$4,500"
"225","Taylor, Trent","2.1","$4,500"
"226","Johnson, Marcus","2.1","$4,500"
"227","Lewis, Roger","2","$5,900"
