"","Player","Points","FD_Salary"
"11","Watson, Deshaun","35.54","$7,500"
"12","Prescott, Dak","30.74","$7,700"
"13","Wentz, Carson","28.26","$7,600"
"14","Smith, Alex","26.86","$7,400"
"15","Newton, Cam","26.2","$7,800"
"16","Rodgers, Aaron","24.04","$9,500"
"17","Hoyer, Brian","22.12","$6,500"
"18","Rivers, Philip","21.82","$7,300"
"19","Brissett, Jacoby","18.96","$7,000"
"20","Winston, Jameis","18.46","$7,700"
"21","Hogan, Kevin","17.76","$6,000"
"22","Palmer, Carson","15.64","$7,200"
"23","Dalton, Andy","15.32","$7,100"
"24","Stafford, Matthew","15.16","$7,600"
"25","McCown, Josh","14.46","$6,800"
"26","Manning, Eli","14","$7,000"
"27","Brady, Tom","13.62","$9,300"
"28","Wilson, Russell","12.52","$8,000"
"29","Manuel, E.J.","11.86","$6,200"
"30","Keenum, Case","11.8","$6,700"
"31","Trubisky, Mitchell","10.32","$6,300"
"32","Taylor, Tyrod","9.94","$7,200"
"33","Goff, Jared","9.72","$7,000"
"34","Flacco, Joe","8.48","$7,200"
"35","Cassel, Matt","7.64","$6,100"
"36","Roethlisberger, Ben","7.58","$7,900"
"37","Cutler, Jay","7.48","$6,700"
"38","Bortles, Blake","3.7","$7,100"
"39","Kizer, DeShone","3.38","$6,900"
"40","Bradford, Sam","1.44","$7,000"
"41","Webb, Joe","0","$6,000"
"44","Gordon, Melvin","31.3","$7,100"
"45","Fournette, Leonard","30.9","$7,600"
"46","McKinnon, Jerick","23.6","$5,800"
"47","Jones, Aaron","19.9","$5,900"
"48","Allen, Javorius","16.5","$5,100"
"49","Mack, Marlon","15.8","$4,700"
"50","Johnson, Duke","15.8","$6,000"
"51","Martin, Doug","14.7","$6,600"
"52","West, Charcandrick","14.3","$5,400"
"53","Bell, Le'Veon","14.3","$9,500"
"54","Elliott, Ezekiel","13.7","$8,900"
"55","Darkwa, Orleans","13.7","$5,100"
"56","Hunt, Kareem","13.1","$9,000"
"57","McCaffrey, Christian","12.3","$6,200"
"58","McCoy, LeSean","11.9","$8,200"
"59","Lynch, Marshawn","11.8","$6,100"
"60","Cunningham, Benny","11.7","$4,800"
"61","Mixon, Joe","11.1","$5,900"
"62","Ellington, Andre","10.8","$5,400"
"63","Gallman, Wayne","10.7","$5,200"
"64","Gore, Frank","10.1","$6,000"
"65","Miller, Lamar","9.9","$6,500"
"66","White, James","9.5","$5,300"
"67","Juszczyk, Kyle","8.7","$4,500"
"68","Breida, Matt","8.6","$5,500"
"69","Crowell, Isaiah","7.7","$6,100"
"70","Howard, Jordan","7.6","$6,700"
"71","Blount, LeGarrette","7.4","$5,900"
"72","Riddick, Theo","7.3","$5,200"
"73","Lewis, Dion","7.3","$5,200"
"74","Zenner, Zach","7.1","$4,900"
"75","Murray, DeMarco","6.9","$6,400"
"76","Ajayi, Jay","6.9","$7,300"
"77","Vereen, Shane","6.5","$4,900"
"78","Sims, Charles","5.9","$4,900"
"79","Stewart, Jonathan","5.9","$5,700"
"80","Collins, Alex","5.5","$5,700"
"81","Powell, Bilal","5.3","$6,600"
"82","Murray, Latavius","5.3","$6,000"
"83","Gillislee, Mike","5.2","$5,900"
"84","McKissic, J.D.","5.1","$4,500"
"85","Tolbert, Mike","4.9","$4,700"
"86","Rawls, Thomas","4.5","$4,800"
"87","Clement, Corey","4.4","$4,500"
"88","Ekeler, Austin","4.3","$4,500"
"89","Bernard, Giovani","4.2","$5,700"
"90","Ivory, Chris","4.1","$4,700"
"91","Gurley, Todd","4","$7,800"
"92","McGuire, Elijah","4","$5,200"
"93","Brown, Malcolm","3.9","$4,500"
"94","Abdullah, Ameer","3.9","$6,000"
"95","Richard, Jalen","3.7","$5,100"
"96","Johnson, Chris","3.4","$5,700"
"97","Williams, Damien","3.3","$4,500"
"98","Lacy, Eddie","3.3","$4,600"
"99","Turbin, Robert","2.9","$4,500"
"101","Hyde, Carlos","2.3","$7,200"
"102","Smith, Rod","2.3","$4,500"
"103","Foreman, D'Onta","2.2","$5,100"
"104","Rodgers, Jacquizz","2","$4,900"
"106","West, Terrance","1.7","$5,400"
"107","Ham, C.J.","1.6","$4,500"
"108","Hill, Jeremy","1.6","$5,500"
"109","Olawale, Jamize","1.3","$4,500"
"110","Cohen, Tarik","1.2","$5,600"
"111","Penny, Elijhaa","1.1","$4,500"
"112","Morris, Alfred","1","$4,800"
"113","Conner, James","0.9","$5,000"
"114","Henry, Derrick","0.9","$5,800"
"115","Mostert, Raheem","0.3","$4,500"
"116","Ripkowski, Aaron","0.2","$4,500"
"117","Williams, Jamaal","0.1","$5,800"
"118","Develin, James","0","$4,500"
"119","Burton, Michael","0","$4,500"
"120","Artis-Payne, Cameron","0","$4,500"
"121","Grant, Corey","0","$4,500"
"122","Todman, Jordan","0","$4,500"
"123","Barber, Peyton","0","$4,500"
"124","Dayes, Matthew","0","$4,500"
"125","Watson, Terrell","0","$4,500"
"126","Perry, Senorise","0","$4,500"
"127","Bohanon, Tommy","0","$4,500"
"128","Sherman, Anthony","0","$4,500"
"129","Bolden, Brandon","0","$4,500"
"130","Drake, Kenyan","0","$4,500"
"131","Watt, Derek","0","$4,500"
"132","Blue, Alfred","0","$4,500"
"133","Hunt, Akeem","0","$4,500"
"134","Mays, Devante","0","$4,500"
"135","Banyard, Joe","0","$4,500"
"136","Jones, Taiwan","0","$4,500"
"137","DiMarco, Patrick","0","$4,500"
"138","Whittaker, Fozzy","0","$4,500"
"139","Fowler, Jalston","0","$4,500"
"140","Fluellen, David","0","$4,500"
"141","Prosch, Jay","0","$4,500"
"142","Vitale, Dan","0","$4,500"
"143","Williams, Kerwynn","-0.2","$5,200"
"146","Green, A.J.","26.4","$8,300"
"147","Hopkins, DeAndre","25.2","$7,700"
"148","Adams, Davante","22.1","$6,900"
"149","Hilton, T.Y.","21.2","$7,300"
"150","Brown, Antonio","20.7","$8,800"
"151","Fuller, Will","19.2","$5,700"
"152","Beckham Jr., Odell","19","$8,900"
"153","Hogan, Chris","17.4","$7,000"
"154","Agholor, Nelson","17.3","$5,100"
"155","Crabtree, Michael","17.2","$6,900"
"156","Beasley, Cole","16.3","$5,000"
"157","Hill, Tyreek","14.8","$7,400"
"158","Wallace, Mike","14.8","$5,400"
"159","Funchess, Devin","14.8","$6,300"
"160","Smith, Torrey","14.2","$5,100"
"161","Goodwin, Marquise","14.1","$5,300"
"162","Benjamin, Kelvin","13.8","$6,400"
"163","Bryant, Dez","13.7","$7,800"
"164","Garcon, Pierre","13.4","$6,700"
"165","Jackson, DeSean","13.1","$6,500"
"166","Landry, Jarvis","12.9","$6,600"
"167","Kearse, Jermaine","11.8","$5,600"
"168","Amendola, Danny","11.7","$6,000"
"169","Cooks, Brandin","11","$7,500"
"170","Woods, Robert","9.9","$5,700"
"171","Louis, Ricardo","9.6","$4,500"
"172","Brown, John","9.6","$6,200"
"173","Austin, Tavon","9.6","$4,600"
"174","Tate, Brandon","9.5","$4,600"
"175","Lewis, Roger","9.4","$4,500"
"176","Nelson, J.J.","9.4","$5,300"
"177","Nelson, Jordy","9.4","$8,600"
"178","Allen, Keenan","8.7","$7,500"
"179","Jones, Marvin","8.4","$5,500"
"180","Fitzgerald, Larry","8.1","$6,700"
"181","Smith-Schuster, JuJu","7.8","$5,400"
"182","Thomas, De'Anthony","7.5","$4,600"
"183","Evans, Mike","7.4","$8,900"
"184","Maclin, Jeremy","7.3","$6,500"
"185","Tate, Golden","7.3","$6,700"
"186","Thielen, Adam","7","$6,600"
"187","Butler, Brice","6.7","$4,700"
"188","Humphries, Adam","6.6","$4,700"
"189","Wright, Kendall","6.6","$5,300"
"190","Conley, Chris","6.1","$4,600"
"191","Bryant, Martavis","5.9","$5,700"
"192","Lee, Marqise","5.9","$5,800"
"193","Kerley, Jeremy","5.9","$4,700"
"194","Kupp, Cooper","5.9","$5,700"
"195","LaFell, Brandon","5.7","$4,600"
"196","Baldwin, Doug","5.7","$7,300"
"197","Decker, Eric","5.4","$5,400"
"198","Brown, Jaron","5.4","$4,500"
"199","Williams, Kasen","5.3","$4,500"
"200","Richardson, Paul","5","$5,100"
"201","Cobb, Randall","4.9","$6,600"
"202","Lockett, Tyler","4.8","$5,600"
"203","Moncrief, Donte","4.7","$5,100"
"204","Abbrederis, Jared","4.7","$4,500"
"205","Jeffery, Alshon","4.6","$7,100"
"206","Matthews, Rishard","4.6","$5,600"
"207","Roberts, Seth","4.4","$4,900"
"208","Benjamin, Travis","4.2","$5,200"
"209","Ellington, Bruce","4","$4,800"
"211","Cooper, Pharoh","3.2","$4,500"
"212","Aiken, Kamar","3.2","$4,600"
"213","Hurns, Allen","3.1","$6,000"
"214","Wilson, Albert","2.8","$4,700"
"215","Williams, Tyrell","2.7","$6,500"
"216","Anderson, Robby","2.6","$5,400"
"217","Marshall, Brandon","2.5","$5,800"
"218","Perriman, Breshad","2.5","$4,600"
"219","Shepard, Russell","2.5","$5,200"
"221","Floyd, Michael","2.4","$4,500"
"222","Williams, Terrance","2.4","$4,900"
"223","McBride, Tre","2.3","$4,500"
"224","Jones, T.J.","2.2","$4,500"
"225","Robinson, Demarcus","2.1","$4,500"
"226","Stills, Kenny","1.8","$4,900"
"227","Higgins, Rashard","1.7","$4,900"
"228","Boyd, Tyler","1.6","$4,600"
"229","Jones, Zay","1.4","$4,500"
"230","Wheaton, Markus","1.4","$4,600"
"231","Shepard, Sterling","1.4","$6,000"
"232","Cooper, Amari","1.3","$6,800"
"233","Godwin, Chris","1.3","$4,500"
"234","Campanaro, Michael","1.3","$4,500"
"235","Stewart, ArDarius","1.2","$4,500"
"236","Erickson, Alex","1.1","$4,500"
"237","Taylor, Trent","1.1","$4,500"
"238","Johnson, Marcus","1.1","$4,500"
"239","Parker, DeVante","1.1","$6,100"
"240","Hunter, Justin","1.1","$4,500"
"241","Robinson, Aldrick","1","$4,600"
"242","McCaffrey, Max","0.9","$4,500"
"243","Diggs, Stefon","0.9","$7,200"
"244","Cole, Keelan","0.9","$4,500"
"245","Taylor, Taywan","0.5","$4,500"
"246","Grant, Jakeem","0.4","$4,500"
"247","Hollins, Mack","0","$4,500"
"248","Watkins, Sammy","0","$6,600"
"249","Thompson, Deonte","0","$4,500"
"250","Heyward-Bey, Darrius","0","$4,600"
"251","Dorsett, Phillip","0","$5,100"
"252","Golden, Brittan","0","$4,500"
"253","Wright, Jarius","0","$4,500"
"254","Weems, Eric","0","$4,500"
"255","Patterson, Cordarrelle","0","$4,800"
"256","Allison, Geronimo","0","$4,600"
"257","Benn, Arrelious","0","$4,500"
"258","Clay, Kaelin","0","$4,500"
"259","Janis, Jeff","0","$5,000"
"260","Holmes, Andre","0","$4,600"
"261","Matthews, Chris","0","$4,500"
"262","Treadwell, Laquon","0","$4,600"
"263","Inman, Dontrelle","0","$4,500"
"264","Darboh, Amara","0","$4,500"
"265","Coates, Sammie","0","$4,500"
"266","Slater, Matthew","0","$4,500"
"267","Bolden, Victor","0","$4,500"
"268","Holton, Johnny","0","$4,500"
"269","Samuel, Curtis","0","$5,100"
"270","Reynolds, Josh","0","$4,500"
"271","Core, Cody","0","$4,500"
"272","Carroo, Leonte","0","$4,500"
"273","Bray, Quan","0","$4,500"
"274","Bellamy, Josh","0","$4,500"
"275","Davis, Trevor","0","$4,500"
"276","Switzer, Ryan","0","$4,500"
"277","Harris, Dwayne","0","$4,500"
"278","McEvoy, Tanner","-1","$4,500"
"281","Dickson, Ed","20","$4,700"
"282","Kittle, George","17.8","$4,500"
"283","Fells, Darren","15.4","$4,500"
"284","Brate, Cameron","15.3","$5,500"
"285","Ertz, Zach","15.1","$6,600"
"286","Kelce, Travis","13.8","$7,000"
"287","Rudolph, Kyle","13.5","$5,200"
"288","Graham, Jimmy","12.7","$5,800"
"289","Njoku, David","12.4","$4,500"
"290","Seferian-Jenkins, Austin","11.9","$5,500"
"291","Higbee, Tyler","11.8","$4,500"
"292","Henry, Hunter","11.7","$5,200"
"293","Miller, Zach","11.4","$4,900"
"294","Burton, Trey","8.6","$4,500"
"295","Supernaw, Phillip","8.6","$4,500"
"296","Witten, Jason","8.1","$5,400"
"297","O'Leary, Nick","7.9","$4,500"
"298","Anderson, Stephen","7.3","$4,500"
"299","Bennett, Martellus","6.8","$5,300"
"300","Mayle, Vince","6.2","$4,500"
"301","Kroft, Tyler","5.8","$5,500"
"302","Smith, Jonnu","4.6","$4,500"
"303","Clay, Charles","4.1","$5,700"
"304","Walker, Delanie","4","$6,000"
"305","James, Jesse","3.9","$4,900"
"306","Tomlinson, Eric","3.9","$4,500"
"307","DeValve, Seth","3.9","$4,500"
"308","Travis, Ross","3.6","$4,500"
"309","Harris, Demetrius","3.6","$4,500"
"310","Gates, Antonio","3.3","$4,600"
"311","Griffin, Ryan","3.2","$4,500"
"312","Williams, Brandon","3.2","$4,500"
"313","Kendricks, Lance","2.9","$4,500"
"314","Uzomah, C.J.","2.6","$4,500"
"315","Gresham, Jermaine","2.6","$4,500"
"316","Sims, Dion","2.2","$4,500"
"317","Rodgers, Richard","2.1","$4,700"
"318","Thomas, Julius","2","$4,800"
"319","Cook, Jared","2","$5,300"
"320","Lewis, Marcedes","1.9","$4,500"
"321","Daniels, Darrell","1.8","$4,500"
"322","Adams, Jerell","1.6","$4,500"
"323","Ellison, Rhett","1.4","$4,500"
"324","Boyle, Nick","1.4","$4,500"
"325","Everett, Gerald","1.3","$4,500"
"326","Vannett, Nick","1.3","$4,500"
"327","Watson, Ben","1.2","$5,100"
"328","Celek, Garrett","1.1","$4,500"
"329","Ebron, Eric","1.1","$5,200"
"331","Thomas, Logan","0.8","$4,500"
"332","Harris, Clark","0","$4,500"
"333","Paulsen, Logan","0","$4,500"
"334","McGrath, Sean","0","$4,500"
"335","Momah, Ifeanyi","0","$4,500"
"336","Manhertz, Chris","0","$4,500"
"337","Walford, Clive","0","$4,500"
"338","Niklas, Troy","0","$4,500"
"339","Carter, Cethan","0","$4,500"
"340","O'Shaughnessy, James","0","$4,500"
"341","Shaheen, Adam","0","$4,500"
"342","Swaim, Geoff","0","$4,500"
"343","Carrier, Derek","0","$4,500"
"344","Engram, Evan","0","$5,400"
"345","Roberts, Michael","0","$4,500"
"346","Grimble, Xavier","0","$4,500"
"347","Smith, Lee","0","$4,500"
"348","Fasano, Anthony","0","$4,500"
"349","Howard, O.J.","0","$4,800"
"350","Willson, Luke","0","$4,500"
"351","Koyack, Ben","0","$4,500"
"352","Telfer, Randall","0","$4,500"
"353","Allen, Dwayne","0","$4,500"
"354","Stocker, Luke","0","$4,500"
"355","Brown, Daniel","0","$4,500"
"356","Hollister, Jacob","0","$4,500"
"357","Gray, Marqueis","0","$4,500"
"358","McDonald, Vance","0","$4,600"
"359","Hanna, James","0","$4,500"
"362","Butker, Harrison","21","$4,500"
"363","Vinatieri, Adam","18","$4,500"
"364","Gostkowski, Stephen","15","$5,200"
"365","Gould, Robbie","13","$4,500"
"366","Tucker, Justin","13","$4,800"
"367","Walsh, Blair","12","$4,800"
"368","Elliott, Jake","10","$4,700"
"369","Gano, Graham","10","$5,000"
"370","Hauschka, Steven","10","$4,800"
"372","Boswell, Chris","9","$4,700"
"373","Bailey, Dan","8","$5,100"
"374","Forbath, Kai","8","$4,600"
"375","Bullock, Randy","8","$4,500"
"376","Myers, Jason","7","$4,600"
"377","Catanzaro, Chandler","7","$4,600"
"378","Prater, Matt","6","$4,900"
"379","Tavecchio, Giorgio","5","$4,800"
"380","Succop, Ryan","5","$4,700"
"381","Parkey, Cody","5","$4,500"
