"","Player","Points","FD_Salary"
"11","Roethlisberger, Ben","32.54","$7,900"
"12","Rivers, Philip","28.86","$7,600"
"13","Keenum, Case","27.28","$7,500"
"14","McCown, Josh","25.08","$7,300"
"15","Wilson, Russell","24.62","$8,600"
"16","Wentz, Carson","23.98","$8,900"
"17","Bortles, Blake","23.6","$7,100"
"18","Hundley, Brett","22.4","$6,200"
"19","Brady, Tom","21.68","$9,100"
"20","Goff, Jared","20.86","$7,600"
"21","Kizer, DeShone","20.62","$6,300"
"22","Dalton, Andy","19.16","$7,200"
"23","Gabbert, Blaine","18.34","$6,300"
"24","Newton, Cam","17.52","$8,000"
"25","Cousins, Kirk","17.08","$8,800"
"26","Ryan, Matt","16.78","$7,600"
"27","Carr, Derek","15.82","$7,500"
"28","Stafford, Matthew","15","$7,700"
"29","Siemian, Trevor","14.86","$6,000"
"30","Smith, Alex","14.46","$7,600"
"31","Brees, Drew","14.34","$7,800"
"32","Taylor, Tyrod","14.02","$6,900"
"33","Fitzpatrick, Ryan","13.32","$6,500"
"34","Moore, Matt","11.5","$6,000"
"35","Flacco, Joe","9.84","$6,800"
"36","Mariota, Marcus","9.76","$7,800"
"37","Beathard, C.J.","9.14","$6,200"
"38","Brissett, Jacoby","7.44","$6,900"
"39","Savage, Tom","6.08","$6,600"
"40","Prescott, Dak","5.16","$8,900"
"41","Garoppolo, Jimmy","5.12","$6,500"
"42","Trubisky, Mitchell","5.08","$6,600"
"43","Manning, Eli","3.42","$6,700"
"44","Lynch, Paxton","2.64","$6,200"
"45","Rudock, Jake","0","$6,000"
"46","Glennon, Mike","0","$6,000"
"47","Webb, Joe","0","$6,000"
"48","Clemens, Kellen","0","$6,000"
"49","Kessler, Cody","0","$6,000"
"50","Foles, Nick","-1.46","$6,000"
"53","Kamara, Alvin","33.8","$8,100"
"54","Williams, Jamaal","27.5","$5,400"
"55","Mixon, Joe","24","$6,200"
"56","Bell, Le'Veon","22.3","$9,400"
"57","Coleman, Tevin","21.7","$6,200"
"58","Lynch, Marshawn","18.6","$5,600"
"59","Burkhead, Rex","18.3","$5,900"
"60","Gore, Frank","14.9","$5,200"
"61","Gurley, Todd","14.8","$8,500"
"62","Perine, Samaje","14.5","$7,600"
"63","Murray, Latavius","14.4","$6,500"
"64","Barber, Peyton","12.7","$4,500"
"65","Collins, Alex","12.7","$5,900"
"66","Miller, Lamar","12.3","$6,300"
"67","Peterson, Adrian","11.9","$5,900"
"68","Lewis, Dion","11.8","$6,200"
"69","Smith, Rod","11.8","$5,300"
"70","Murray, DeMarco","11.7","$6,500"
"71","Crowell, Isaiah","11","$5,600"
"72","McCaffrey, Christian","10.7","$6,700"
"73","Gordon, Melvin","10.3","$8,400"
"74","Hyde, Carlos","10.3","$6,600"
"75","Drake, Kenyan","10.2","$5,300"
"76","Richard, Jalen","10","$4,600"
"77","McCoy, LeSean","9.9","$8,300"
"78","Henry, Derrick","9.4","$5,500"
"79","Johnson, Duke","8.7","$5,500"
"80","Stewart, Jonathan","8.6","$5,400"
"81","Ekeler, Austin","8.5","$5,800"
"82","Allen, Javorius","8.2","$4,900"
"83","Blount, LeGarrette","7.7","$5,400"
"84","Yeldon, T.J.","7.7","$4,800"
"85","Lacy, Eddie","7.6","$5,300"
"86","Williams, Damien","6.7","$5,600"
"87","McKissic, J.D.","6.6","$5,500"
"88","Woodhead, Danny","6.5","$5,400"
"89","Cadet, Travaris","6.4","$4,500"
"90","Washington, DeAndre","6.1","$4,900"
"91","McKinnon, Jerick","5.9","$6,200"
"92","Abdullah, Ameer","5.8","$6,300"
"93","Fournette, Leonard","5.7","$8,100"
"94","Morris, Alfred","5.4","$6,100"
"95","Gallman, Wayne","5.3","$5,100"
"96","Powell, Bilal","5.1","$5,800"
"97","Ingram, Mark","4.6","$8,200"
"98","Darkwa, Orleans","4.4","$6,400"
"99","Sims, Charles","4.4","$4,900"
"100","Clement, Corey","4.4","$5,300"
"101","Booker, Devontae","4.3","$5,500"
"102","Rodgers, Jacquizz","4.2","$4,500"
"103","Mack, Marlon","4.1","$5,500"
"104","McGuire, Elijah","3.9","$5,000"
"105","Ajayi, Jay","3.8","$7,000"
"106","Foster, D.J.","3.7","$4,500"
"107","Blue, Alfred","3.6","$4,500"
"108","Marshall, Byron","3.5","$4,900"
"109","Riddick, Theo","3.5","$5,600"
"110","Martin, Doug","3.3","$6,000"
"111","Vereen, Shane","3.2","$4,900"
"112","Bernard, Giovani","3.2","$5,000"
"113","Hunt, Kareem","3.1","$7,700"
"114","Howard, Jordan","2.9","$7,500"
"115","Breida, Matt","2.9","$5,200"
"116","Forte, Matt","2.6","$5,400"
"117","Williams, Kerwynn","2.3","$5,000"
"118","West, Charcandrick","2.2","$5,000"
"119","White, James","2","$5,300"
"120","Charles, Jamaal","2","$5,000"
"121","Juszczyk, Kyle","1.8","$4,500"
"122","Ward, Terron","1.7","$4,900"
"123","Cunningham, Benny","1.3","$4,600"
"124","Anderson, C.J.","1.2","$6,200"
"125","Sherman, Anthony","0.9","$4,500"
"126","Cohen, Tarik","0.7","$5,300"
"127","Zenner, Zach","0.6","$4,600"
"128","Janovich, Andy","0.4","$4,500"
"129","Ripkowski, Aaron","0.4","$4,500"
"130","Hunt, Akeem","0.1","$4,500"
"131","Mostert, Raheem","0","$4,500"
"132","Develin, James","0","$4,500"
"133","Burton, Michael","0","$4,500"
"134","Ferguson, Josh","0","$4,500"
"135","Ham, C.J.","0","$4,500"
"136","Line, Zach","0","$4,500"
"137","Artis-Payne, Cameron","0","$4,800"
"138","Grant, Corey","0","$4,500"
"139","Todman, Jordan","0","$4,500"
"140","Dayes, Matthew","0","$4,500"
