"","Player","Points","FD_Salary"
"11","Newton, Cam","31.48","$7,900"
"12","Manning, Eli","28.36","$6,400"
"13","Winston, Jameis","25.76","$7,000"
"14","Foles, Nick","25.48","$6,000"
"15","Osweiler, Brock","25.46","$6,000"
"16","Bortles, Blake","25.04","$7,400"
"17","Rodgers, Aaron","24.9","$8,500"
"18","Taylor, Tyrod","23.16","$7,200"
"19","Flacco, Joe","21.82","$6,800"
"20","Keenum, Case","19.44","$7,400"
"21","Roethlisberger, Ben","19.24","$8,000"
"22","Garoppolo, Jimmy","19.14","$7,300"
"23","Smith, Alex","18.54","$7,700"
"24","Brees, Drew","18.14","$8,400"
"25","Mariota, Marcus","18.04","$7,600"
"26","Carr, Derek","17.54","$7,200"
"27","Stafford, Matthew","17.38","$7,800"
"28","Brady, Tom","16.72","$8,800"
"29","Cousins, Kirk","15.84","$7,500"
"30","Prescott, Dak","15.68","$7,800"
"31","Ryan, Matt","15.38","$7,600"
"32","Brissett, Jacoby","14.12","$6,600"
"33","Trubisky, Mitchell","13.86","$7,000"
"34","Goff, Jared","11.8","$7,600"
"35","Wilson, Russell","11.58","$8,400"
"36","Petty, Bryce","10.76","$6,000"
"37","Rivers, Philip","10.08","$8,300"
"38","Cutler, Jay","8.76","$6,700"
"39","Yates, T.J.","8.12","$6,300"
"40","Gabbert, Blaine","7.36","$6,800"
"41","Kizer, DeShone","5.34","$6,700"
"42","Dalton, Andy","2.52","$7,100"
"43","Siemian, Trevor","1.68","$6,000"
"44","McCarron, A.J.","0.76","$6,000"
"45","Mannion, Sean","0.46","$6,000"
"46","Davis, Austin","0","$6,000"
"47","Webb, Joe","0","$6,000"
"48","Clemens, Kellen","0","$6,000"
"49","Henne, Chad","-0.2","$6,000"
"50","Bridgewater, Teddy","-1.3","$6,000"
"53","Gurley, Todd","43.5","$8,400"
"54","Hunt, Kareem","36.1","$7,400"
"55","Ingram, Mark","29.6","$8,300"
"56","Freeman, Devonta","27.9","$7,000"
"57","Gordon, Melvin","25.9","$8,500"
"58","Bell, Le'Veon","25","$9,400"
"59","McCoy, LeSean","23.6","$8,500"
"60","McCaffrey, Christian","22.6","$6,900"
"61","Drake, Kenyan","20.3","$6,500"
"62","Kamara, Alvin","17.9","$9,100"
"63","McKinnon, Jerick","17.3","$5,900"
"64","Murray, Latavius","16.9","$6,200"
"65","Anderson, C.J.","15.8","$5,600"
"66","McGuire, Elijah","14.7","$4,700"
"67","Lewis, Dion","14.5","$6,300"
"69","Grant, Corey","12.9","$4,500"
"70","Johnson, Duke","12.8","$6,000"
"71","Bohanon, Tommy","12.2","$4,500"
"72","Bernard, Giovani","11.8","$5,900"
"73","Cunningham, Benny","11.3","$4,500"
"74","Smith, Rod","10.9","$5,800"
"75","Gallman, Wayne","10.9","$5,400"
"76","Lynch, Marshawn","10.7","$6,700"
"77","Powell, Bilal","10.4","$5,600"
"78","Ajayi, Jay","9.9","$6,100"
"79","Crowell, Isaiah","8.5","$6,000"
"80","Howard, Jordan","8.3","$7,500"
"81","Gore, Frank","8.3","$5,600"
"82","Burkhead, Rex","8.2","$6,500"
"83","Darkwa, Orleans","8.1","$5,900"
"84","Allen, Javorius","7.9","$5,700"
"85","Collins, Alex","7.7","$6,600"
"86","Perine, Samaje","7.6","$6,700"
"87","McKissic, J.D.","7.3","$4,800"
"88","Yeldon, T.J.","7.2","$4,800"
"89","Morris, Alfred","7.1","$6,500"
"90","Murray, DeMarco","6.8","$6,000"
"91","Barber, Peyton","6.3","$5,200"
"92","Woodhead, Danny","6.2","$5,000"
"93","Williams, Kerwynn","6.1","$5,500"
"94","Jones, Aaron","5.8","$5,200"
"95","Riddick, Theo","5.6","$6,100"
"96","Vereen, Shane","5.5","$4,800"
"97","Blue, Alfred","5.5","$4,500"
"98","Booker, Devontae","5.4","$5,700"
"99","Ward, Terron","5.1","$4,500"
"100","Davis, Mike","4.9","$5,800"
"101","Hyde, Carlos","4.9","$6,900"
"102","Brown, Malcolm","4.5","$4,500"
"103","Penny, Elijhaa","4.5","$4,500"
"104","Forte, Matt","4.4","$5,400"
"105","Cadet, Travaris","4.3","$4,500"
"106","Miller, Lamar","4.3","$6,200"
"107","Foster, D.J.","4.2","$4,500"
"108","Ivory, Chris","4.2","$4,700"
"109","Stewart, Jonathan","4.1","$5,800"
"110","Henry, Derrick","3.8","$6,200"
"111","Cohen, Tarik","3.7","$5,600"
"112","Abdullah, Ameer","3.6","$5,400"
"113","Green, Tion","3.5","$4,900"
"114","Richard, Jalen","3.1","$4,600"
"115","Williams, Jamaal","3","$7,300"
"116","Washington, DeAndre","2.9","$4,700"
"117","Sims, Charles","2.6","$4,700"
"118","Juszczyk, Kyle","2.6","$4,500"
"119","Clement, Corey","2.3","$4,900"
"120","Blount, LeGarrette","2.1","$5,600"
"121","Barner, Kenjon","2.1","$4,500"
"122","White, James","1.8","$4,800"
"123","Line, Zach","1.8","$4,500"
"124","Smith, Keith","1.7","$4,500"
"125","Breida, Matt","1.6","$4,700"
"126","Mack, Marlon","1.4","$5,500"
"127","Conner, James","1.3","$4,500"
"128","Hill, Brian","1.2","$4,500"
"129","Ham, C.J.","1.1","$4,500"
"130","DiMarco, Patrick","1.1","$4,500"
"131","Prosch, Jay","0.8","$4,500"
